codigo_mun,censo,part,validos,partido,votos_partido,votos_partido_pc
05001,173,62.43,106,Otros,1,0.94
05001,173,62.43,106,Cs,2,1.89
05001,173,62.43,106,PSOE,23,21.7
05001,173,62.43,106,UP,1,0.94
05001,173,62.43,106,PP,41,38.68
05001,173,62.43,106,VOX,23,21.7
05001,173,62.43,106,XAV,13,12.26
05002,2137,51.85,1089,Otros,18,1.65
05002,2137,51.85,1089,Cs,14,1.29
05002,2137,51.85,1089,PSOE,361,33.15
05002,2137,51.85,1089,UP,103,9.46
05002,2137,51.85,1089,PP,333,30.58
05002,2137,51.85,1089,VOX,178,16.35
05002,2137,51.85,1089,XAV,72,6.61
05005,163,74.23,121,Otros,3,2.49
05005,163,74.23,121,Cs,0,0
05005,163,74.23,121,PSOE,19,15.7
05005,163,74.23,121,UP,1,0.83
05005,163,74.23,121,PP,46,38.02
05005,163,74.23,121,VOX,29,23.97
05005,163,74.23,121,XAV,23,19.01
05007,101,62.38,63,Otros,0,0
05007,101,62.38,63,Cs,0,0
05007,101,62.38,63,PSOE,10,15.87
05007,101,62.38,63,UP,0,0
05007,101,62.38,63,PP,39,61.9
05007,101,62.38,63,VOX,10,15.87
05007,101,62.38,63,XAV,2,3.17
05008,190,66.32,123,Otros,2,1.62
05008,190,66.32,123,Cs,3,2.44
05008,190,66.32,123,PSOE,32,26.02
05008,190,66.32,123,UP,4,3.25
05008,190,66.32,123,PP,55,44.72
05008,190,66.32,123,VOX,19,15.45
05008,190,66.32,123,XAV,7,5.69
05010,135,70.37,94,Otros,0,0
05010,135,70.37,94,Cs,1,1.06
05010,135,70.37,94,PSOE,18,19.15
05010,135,70.37,94,UP,1,1.06
05010,135,70.37,94,PP,38,40.43
05010,135,70.37,94,VOX,23,24.47
05010,135,70.37,94,XAV,12,12.77
05012,117,81.2,95,Otros,1,1.05
05012,117,81.2,95,Cs,3,3.16
05012,117,81.2,95,PSOE,20,21.05
05012,117,81.2,95,UP,0,0
05012,117,81.2,95,PP,31,32.63
05012,117,81.2,95,VOX,20,21.05
05012,117,81.2,95,XAV,20,21.05
05013,829,70.81,579,Otros,2,0.35
05013,829,70.81,579,Cs,4,0.69
05013,829,70.81,579,PSOE,249,43.01
05013,829,70.81,579,UP,44,7.6
05013,829,70.81,579,PP,202,34.89
05013,829,70.81,579,VOX,41,7.08
05013,829,70.81,579,XAV,35,6.04
05014,5358,57.33,3030,Otros,36,1.1800000000000002
05014,5358,57.33,3030,Cs,73,2.41
05014,5358,57.33,3030,PSOE,1018,33.6
05014,5358,57.33,3030,UP,219,7.23
05014,5358,57.33,3030,PP,1130,37.29
05014,5358,57.33,3030,VOX,408,13.47
05014,5358,57.33,3030,XAV,120,3.96
05015,70,61.43,43,Otros,0,0
05015,70,61.43,43,Cs,0,0
05015,70,61.43,43,PSOE,13,30.23
05015,70,61.43,43,UP,3,6.98
05015,70,61.43,43,PP,12,27.91
05015,70,61.43,43,VOX,13,30.23
05015,70,61.43,43,XAV,1,2.33
05016,6356,63.97,3997,Otros,35,0.88
05016,6356,63.97,3997,Cs,101,2.53
05016,6356,63.97,3997,PSOE,942,23.57
05016,6356,63.97,3997,UP,107,2.68
05016,6356,63.97,3997,PP,1603,40.11
05016,6356,63.97,3997,VOX,884,22.12
05016,6356,63.97,3997,XAV,285,7.13
05017,80,78.75,63,Otros,0,0
05017,80,78.75,63,Cs,0,0
05017,80,78.75,63,PSOE,11,17.46
05017,80,78.75,63,UP,4,6.35
05017,80,78.75,63,PP,32,50.79
05017,80,78.75,63,VOX,7,11.11
05017,80,78.75,63,XAV,9,14.29
05018,27,70.37,19,Otros,0,0
05018,27,70.37,19,Cs,0,0
05018,27,70.37,19,PSOE,9,47.37
05018,27,70.37,19,UP,1,5.26
05018,27,70.37,19,PP,6,31.58
05018,27,70.37,19,VOX,1,5.26
05018,27,70.37,19,XAV,0,0
05019,44773,65.22,28961,Otros,245,0.85
05019,44773,65.22,28961,Cs,755,2.61
05019,44773,65.22,28961,PSOE,6193,21.38
05019,44773,65.22,28961,UP,993,3.43
05019,44773,65.22,28961,PP,7115,24.57
05019,44773,65.22,28961,VOX,4954,17.11
05019,44773,65.22,28961,XAV,8482,29.29
05021,1858,60.06,1101,Otros,14,1.27
05021,1858,60.06,1101,Cs,35,3.18
05021,1858,60.06,1101,PSOE,316,28.7
05021,1858,60.06,1101,UP,68,6.18
05021,1858,60.06,1101,PP,379,34.42
05021,1858,60.06,1101,VOX,169,15.35
05021,1858,60.06,1101,XAV,106,9.63
05022,1617,67.29,1083,Otros,7,0.64
05022,1617,67.29,1083,Cs,18,1.66
05022,1617,67.29,1083,PSOE,154,14.22
05022,1617,67.29,1083,UP,19,1.75
05022,1617,67.29,1083,PP,479,44.23
05022,1617,67.29,1083,VOX,264,24.38
05022,1617,67.29,1083,XAV,133,12.28
05023,168,83.33,138,Otros,1,0.72
05023,168,83.33,138,Cs,0,0
05023,168,83.33,138,PSOE,28,20.29
05023,168,83.33,138,UP,3,2.17
05023,168,83.33,138,PP,56,40.58
05023,168,83.33,138,VOX,29,21.01
05023,168,83.33,138,XAV,20,14.49
05024,176,65.34,112,Otros,2,1.78
05024,176,65.34,112,Cs,1,0.89
05024,176,65.34,112,PSOE,23,20.54
05024,176,65.34,112,UP,3,2.68
05024,176,65.34,112,PP,44,39.29
05024,176,65.34,112,VOX,20,17.86
05024,176,65.34,112,XAV,19,16.96
05025,77,72.73,56,Otros,0,0
05025,77,72.73,56,Cs,0,0
05025,77,72.73,56,PSOE,8,14.29
05025,77,72.73,56,UP,0,0
05025,77,72.73,56,PP,30,53.57
05025,77,72.73,56,VOX,13,23.21
05025,77,72.73,56,XAV,4,7.14
05026,177,66.67,117,Otros,1,0.85
05026,177,66.67,117,Cs,5,4.27
05026,177,66.67,117,PSOE,30,25.64
05026,177,66.67,117,UP,10,8.55
05026,177,66.67,117,PP,45,38.46
05026,177,66.67,117,VOX,15,12.82
05026,177,66.67,117,XAV,10,8.55
05027,274,61.68,167,Otros,1,0.6
05027,274,61.68,167,Cs,3,1.8
05027,274,61.68,167,PSOE,25,14.97
05027,274,61.68,167,UP,6,3.59
05027,274,61.68,167,PP,69,41.32
05027,274,61.68,167,VOX,29,17.37
05027,274,61.68,167,XAV,33,19.76
05029,89,80.9,72,Otros,0,0
05029,89,80.9,72,Cs,1,1.39
05029,89,80.9,72,PSOE,19,26.39
05029,89,80.9,72,UP,0,0
05029,89,80.9,72,PP,37,51.39
05029,89,80.9,72,VOX,11,15.28
05029,89,80.9,72,XAV,4,5.56
05030,48,77.08,36,Otros,3,8.33
05030,48,77.08,36,Cs,1,2.78
05030,48,77.08,36,PSOE,14,38.89
05030,48,77.08,36,UP,5,13.89
05030,48,77.08,36,PP,4,11.11
05030,48,77.08,36,VOX,2,5.56
05030,48,77.08,36,XAV,7,19.44
05033,166,78.31,129,Otros,1,0.78
05033,166,78.31,129,Cs,4,3.1
05033,166,78.31,129,PSOE,24,18.6
05033,166,78.31,129,UP,3,2.33
05033,166,78.31,129,PP,66,51.16
05033,166,78.31,129,VOX,18,13.95
05033,166,78.31,129,XAV,13,10.08
05034,13,92.31,12,Otros,0,0
05034,13,92.31,12,Cs,0,0
05034,13,92.31,12,PSOE,3,25
05034,13,92.31,12,UP,0,0
05034,13,92.31,12,PP,5,41.67
05034,13,92.31,12,VOX,4,33.33
05034,13,92.31,12,XAV,0,0
05035,92,77.17,71,Otros,0,0
05035,92,77.17,71,Cs,1,1.41
05035,92,77.17,71,PSOE,27,38.03
05035,92,77.17,71,UP,3,4.23
05035,92,77.17,71,PP,25,35.21
05035,92,77.17,71,VOX,9,12.68
05035,92,77.17,71,XAV,6,8.45
05036,109,77.06,82,Otros,0,0
05036,109,77.06,82,Cs,1,1.22
05036,109,77.06,82,PSOE,5,6.1
05036,109,77.06,82,UP,1,1.22
05036,109,77.06,82,PP,46,56.1
05036,109,77.06,82,VOX,21,25.61
05036,109,77.06,82,XAV,8,9.76
05037,205,56.59,114,Otros,0,0
05037,205,56.59,114,Cs,3,2.63
05037,205,56.59,114,PSOE,17,14.91
05037,205,56.59,114,UP,1,0.88
05037,205,56.59,114,PP,62,54.39
05037,205,56.59,114,VOX,18,15.79
05037,205,56.59,114,XAV,8,7.02
05038,119,56.3,66,Otros,1,1.52
05038,119,56.3,66,Cs,3,4.55
05038,119,56.3,66,PSOE,15,22.73
05038,119,56.3,66,UP,3,4.55
05038,119,56.3,66,PP,27,40.91
05038,119,56.3,66,VOX,13,19.7
05038,119,56.3,66,XAV,3,4.55
05039,47,87.23,41,Otros,0,0
05039,47,87.23,41,Cs,0,0
05039,47,87.23,41,PSOE,8,19.51
05039,47,87.23,41,UP,1,2.44
05039,47,87.23,41,PP,23,56.1
05039,47,87.23,41,VOX,6,14.63
05039,47,87.23,41,XAV,3,7.32
05040,57,66.67,38,Otros,0,0
05040,57,66.67,38,Cs,0,0
05040,57,66.67,38,PSOE,6,15.79
05040,57,66.67,38,UP,0,0
05040,57,66.67,38,PP,21,55.26
05040,57,66.67,38,VOX,6,15.79
05040,57,66.67,38,XAV,5,13.16
05041,1007,68.32,681,Otros,7,1.03
05041,1007,68.32,681,Cs,4,0.59
05041,1007,68.32,681,PSOE,96,14.1
05041,1007,68.32,681,UP,17,2.5
05041,1007,68.32,681,PP,344,50.51
05041,1007,68.32,681,VOX,117,17.18
05041,1007,68.32,681,XAV,94,13.8
05042,134,70.15,94,Otros,0,0
05042,134,70.15,94,Cs,0,0
05042,134,70.15,94,PSOE,17,18.09
05042,134,70.15,94,UP,2,2.13
05042,134,70.15,94,PP,62,65.96
05042,134,70.15,94,VOX,9,9.57
05042,134,70.15,94,XAV,3,3.19
05043,77,79.22,60,Otros,0,0
05043,77,79.22,60,Cs,0,0
05043,77,79.22,60,PSOE,24,40
05043,77,79.22,60,UP,5,8.33
05043,77,79.22,60,PP,23,38.33
05043,77,79.22,60,VOX,4,6.67
05043,77,79.22,60,XAV,4,6.67
05044,238,63.87,152,Otros,0,0
05044,238,63.87,152,Cs,1,0.66
05044,238,63.87,152,PSOE,24,15.79
05044,238,63.87,152,UP,2,1.32
05044,238,63.87,152,PP,80,52.63
05044,238,63.87,152,VOX,35,23.03
05044,238,63.87,152,XAV,7,4.61
05045,78,78.21,61,Otros,0,0
05045,78,78.21,61,Cs,0,0
05045,78,78.21,61,PSOE,5,8.2
05045,78,78.21,61,UP,0,0
05045,78,78.21,61,PP,21,34.43
05045,78,78.21,61,VOX,24,39.34
05045,78,78.21,61,XAV,11,18.03
05046,32,93.75,30,Otros,0,0
05046,32,93.75,30,Cs,0,0
05046,32,93.75,30,PSOE,8,26.67
05046,32,93.75,30,UP,0,0
05046,32,93.75,30,PP,20,66.67
05046,32,93.75,30,VOX,1,3.33
05046,32,93.75,30,XAV,1,3.33
05047,4129,62.36,2502,Otros,17,0.6799999999999999
05047,4129,62.36,2502,Cs,43,1.72
05047,4129,62.36,2502,PSOE,1089,43.53
05047,4129,62.36,2502,UP,69,2.76
05047,4129,62.36,2502,PP,780,31.18
05047,4129,62.36,2502,VOX,426,17.03
05047,4129,62.36,2502,XAV,58,2.32
05048,98,84.69,83,Otros,0,0
05048,98,84.69,83,Cs,0,0
05048,98,84.69,83,PSOE,24,28.92
05048,98,84.69,83,UP,2,2.41
05048,98,84.69,83,PP,40,48.19
05048,98,84.69,83,VOX,11,13.25
05048,98,84.69,83,XAV,6,7.23
05049,402,60.7,238,Otros,7,2.94
05049,402,60.7,238,Cs,8,3.36
05049,402,60.7,238,PSOE,83,34.87
05049,402,60.7,238,UP,14,5.88
05049,402,60.7,238,PP,53,22.27
05049,402,60.7,238,VOX,32,13.45
05049,402,60.7,238,XAV,40,16.81
05051,146,71.23,100,Otros,2,2
05051,146,71.23,100,Cs,1,1
05051,146,71.23,100,PSOE,21,21
05051,146,71.23,100,UP,2,2
05051,146,71.23,100,PP,41,41
05051,146,71.23,100,VOX,18,18
05051,146,71.23,100,XAV,14,14
05052,81,67.9,55,Otros,0,0
05052,81,67.9,55,Cs,0,0
05052,81,67.9,55,PSOE,1,1.82
05052,81,67.9,55,UP,0,0
05052,81,67.9,55,PP,22,40
05052,81,67.9,55,VOX,17,30.91
05052,81,67.9,55,XAV,15,27.27
05053,68,69.12,47,Otros,1,2.13
05053,68,69.12,47,Cs,1,2.13
05053,68,69.12,47,PSOE,3,6.38
05053,68,69.12,47,UP,0,0
05053,68,69.12,47,PP,21,44.68
05053,68,69.12,47,VOX,8,17.02
05053,68,69.12,47,XAV,13,27.66
05054,1216,59.29,717,Otros,3,0.42
05054,1216,59.29,717,Cs,10,1.39
05054,1216,59.29,717,PSOE,268,37.38
05054,1216,59.29,717,UP,72,10.04
05054,1216,59.29,717,PP,241,33.61
05054,1216,59.29,717,VOX,86,11.99
05054,1216,59.29,717,XAV,36,5.02
05055,526,70.91,370,Otros,0,0
05055,526,70.91,370,Cs,2,0.54
05055,526,70.91,370,PSOE,136,36.76
05055,526,70.91,370,UP,4,1.08
05055,526,70.91,370,PP,148,40
05055,526,70.91,370,VOX,55,14.86
05055,526,70.91,370,XAV,25,6.76
05056,86,79.07,68,Otros,0,0
05056,86,79.07,68,Cs,1,1.47
05056,86,79.07,68,PSOE,5,7.35
05056,86,79.07,68,UP,0,0
05056,86,79.07,68,PP,20,29.41
05056,86,79.07,68,VOX,26,38.24
05056,86,79.07,68,XAV,15,22.06
05057,2475,59.35,1433,Otros,12,0.8400000000000001
05057,2475,59.35,1433,Cs,37,2.58
05057,2475,59.35,1433,PSOE,388,27.08
05057,2475,59.35,1433,UP,51,3.56
05057,2475,59.35,1433,PP,526,36.71
05057,2475,59.35,1433,VOX,289,20.17
05057,2475,59.35,1433,XAV,115,8.03
05058,71,69.01,48,Otros,1,2.08
05058,71,69.01,48,Cs,2,4.17
05058,71,69.01,48,PSOE,16,33.33
05058,71,69.01,48,UP,1,2.08
05058,71,69.01,48,PP,16,33.33
05058,71,69.01,48,VOX,7,14.58
05058,71,69.01,48,XAV,4,8.33
05059,79,58.23,45,Otros,1,2.22
05059,79,58.23,45,Cs,1,2.22
05059,79,58.23,45,PSOE,13,28.89
05059,79,58.23,45,UP,7,15.56
05059,79,58.23,45,PP,7,15.56
05059,79,58.23,45,VOX,4,8.89
05059,79,58.23,45,XAV,12,26.67
05060,101,76.24,77,Otros,0,0
05060,101,76.24,77,Cs,1,1.3
05060,101,76.24,77,PSOE,10,12.99
05060,101,76.24,77,UP,3,3.9
05060,101,76.24,77,PP,44,57.14
05060,101,76.24,77,VOX,7,9.09
05060,101,76.24,77,XAV,12,15.58
05061,268,66.42,177,Otros,2,1.12
05061,268,66.42,177,Cs,5,2.82
05061,268,66.42,177,PSOE,65,36.72
05061,268,66.42,177,UP,5,2.82
05061,268,66.42,177,PP,21,11.86
05061,268,66.42,177,VOX,28,15.82
05061,268,66.42,177,XAV,44,24.86
05062,155,75.48,113,Otros,0,0
05062,155,75.48,113,Cs,2,1.77
05062,155,75.48,113,PSOE,10,8.85
05062,155,75.48,113,UP,1,0.88
05062,155,75.48,113,PP,65,57.52
05062,155,75.48,113,VOX,24,21.24
05062,155,75.48,113,XAV,9,7.96
05063,28,75,21,Otros,1,4.76
05063,28,75,21,Cs,0,0
05063,28,75,21,PSOE,2,9.52
05063,28,75,21,UP,0,0
05063,28,75,21,PP,18,85.71
05063,28,75,21,VOX,0,0
05063,28,75,21,XAV,0,0
05064,98,71.43,69,Otros,0,0
05064,98,71.43,69,Cs,1,1.45
05064,98,71.43,69,PSOE,6,8.7
05064,98,71.43,69,UP,0,0
05064,98,71.43,69,PP,44,63.77
05064,98,71.43,69,VOX,12,17.39
05064,98,71.43,69,XAV,6,8.7
05065,439,68.79,302,Otros,8,2.64
05065,439,68.79,302,Cs,4,1.32
05065,439,68.79,302,PSOE,57,18.87
05065,439,68.79,302,UP,5,1.66
05065,439,68.79,302,PP,109,36.09
05065,439,68.79,302,VOX,65,21.52
05065,439,68.79,302,XAV,52,17.22
05066,476,67.44,318,Otros,3,0.94
05066,476,67.44,318,Cs,10,3.14
05066,476,67.44,318,PSOE,149,46.86
05066,476,67.44,318,UP,39,12.26
05066,476,67.44,318,PP,62,19.5
05066,476,67.44,318,VOX,28,8.81
05066,476,67.44,318,XAV,25,7.86
05067,64,70.31,45,Otros,0,0
05067,64,70.31,45,Cs,2,4.44
05067,64,70.31,45,PSOE,2,4.44
05067,64,70.31,45,UP,2,4.44
05067,64,70.31,45,PP,12,26.67
05067,64,70.31,45,VOX,1,2.22
05067,64,70.31,45,XAV,26,57.78
05069,69,78.26,54,Otros,1,1.85
05069,69,78.26,54,Cs,6,11.11
05069,69,78.26,54,PSOE,5,9.26
05069,69,78.26,54,UP,1,1.85
05069,69,78.26,54,PP,29,53.7
05069,69,78.26,54,VOX,8,14.81
05069,69,78.26,54,XAV,4,7.41
05070,30,86.67,26,Otros,0,0
05070,30,86.67,26,Cs,0,0
05070,30,86.67,26,PSOE,9,34.62
05070,30,86.67,26,UP,0,0
05070,30,86.67,26,PP,12,46.15
05070,30,86.67,26,VOX,5,19.23
05070,30,86.67,26,XAV,0,0
05072,82,79.27,65,Otros,0,0
05072,82,79.27,65,Cs,1,1.54
05072,82,79.27,65,PSOE,8,12.31
05072,82,79.27,65,UP,1,1.54
05072,82,79.27,65,PP,37,56.92
05072,82,79.27,65,VOX,16,24.62
05072,82,79.27,65,XAV,2,3.08
05073,270,75.19,201,Otros,2,1
05073,270,75.19,201,Cs,5,2.49
05073,270,75.19,201,PSOE,48,23.88
05073,270,75.19,201,UP,3,1.49
05073,270,75.19,201,PP,89,44.28
05073,270,75.19,201,VOX,31,15.42
05073,270,75.19,201,XAV,22,10.95
05074,645,75.66,485,Otros,0,0
05074,645,75.66,485,Cs,17,3.51
05074,645,75.66,485,PSOE,123,25.36
05074,645,75.66,485,UP,4,0.82
05074,645,75.66,485,PP,235,48.45
05074,645,75.66,485,VOX,78,16.08
05074,645,75.66,485,XAV,27,5.57
05075,95,56.84,54,Otros,0,0
05075,95,56.84,54,Cs,0,0
05075,95,56.84,54,PSOE,12,22.22
05075,95,56.84,54,UP,1,1.85
05075,95,56.84,54,PP,24,44.44
05075,95,56.84,54,VOX,10,18.52
05075,95,56.84,54,XAV,4,7.41
05076,480,76.25,362,Otros,1,0.28
05076,480,76.25,362,Cs,5,1.38
05076,480,76.25,362,PSOE,72,19.89
05076,480,76.25,362,UP,11,3.04
05076,480,76.25,362,PP,104,28.73
05076,480,76.25,362,VOX,65,17.96
05076,480,76.25,362,XAV,102,28.18
05077,147,73.47,106,Otros,0,0
05077,147,73.47,106,Cs,4,3.77
05077,147,73.47,106,PSOE,28,26.42
05077,147,73.47,106,UP,1,0.94
05077,147,73.47,106,PP,49,46.23
05077,147,73.47,106,VOX,17,16.04
05077,147,73.47,106,XAV,7,6.6
05078,94,81.91,76,Otros,0,0
05078,94,81.91,76,Cs,2,2.63
05078,94,81.91,76,PSOE,13,17.11
05078,94,81.91,76,UP,0,0
05078,94,81.91,76,PP,44,57.89
05078,94,81.91,76,VOX,12,15.79
05078,94,81.91,76,XAV,5,6.58
05079,60,81.67,48,Otros,0,0
05079,60,81.67,48,Cs,1,2.08
05079,60,81.67,48,PSOE,4,8.33
05079,60,81.67,48,UP,0,0
05079,60,81.67,48,PP,13,27.08
05079,60,81.67,48,VOX,17,35.42
05079,60,81.67,48,XAV,13,27.08
05080,40,77.5,31,Otros,0,0
05080,40,77.5,31,Cs,0,0
05080,40,77.5,31,PSOE,5,16.13
05080,40,77.5,31,UP,1,3.23
05080,40,77.5,31,PP,14,45.16
05080,40,77.5,31,VOX,4,12.9
05080,40,77.5,31,XAV,7,22.58
05081,38,68.42,26,Otros,0,0
05081,38,68.42,26,Cs,0,0
05081,38,68.42,26,PSOE,5,19.23
05081,38,68.42,26,UP,0,0
05081,38,68.42,26,PP,16,61.54
05081,38,68.42,26,VOX,0,0
05081,38,68.42,26,XAV,4,15.38
05082,507,70.22,352,Otros,2,0.57
05082,507,70.22,352,Cs,0,0
05082,507,70.22,352,PSOE,112,31.82
05082,507,70.22,352,UP,5,1.42
05082,507,70.22,352,PP,142,40.34
05082,507,70.22,352,VOX,61,17.33
05082,507,70.22,352,XAV,27,7.67
05083,136,61.76,83,Otros,1,1.2
05083,136,61.76,83,Cs,4,4.82
05083,136,61.76,83,PSOE,13,15.66
05083,136,61.76,83,UP,1,1.2
05083,136,61.76,83,PP,33,39.76
05083,136,61.76,83,VOX,9,10.84
05083,136,61.76,83,XAV,22,26.51
05084,63,69.84,44,Otros,1,2.27
05084,63,69.84,44,Cs,0,0
05084,63,69.84,44,PSOE,13,29.55
05084,63,69.84,44,UP,2,4.55
05084,63,69.84,44,PP,9,20.45
05084,63,69.84,44,VOX,17,38.64
05084,63,69.84,44,XAV,2,4.55
05085,36,75,27,Otros,1,3.7
05085,36,75,27,Cs,0,0
05085,36,75,27,PSOE,3,11.11
05085,36,75,27,UP,1,3.7
05085,36,75,27,PP,11,40.74
05085,36,75,27,VOX,10,37.04
05085,36,75,27,XAV,1,3.7
05086,72,65.28,47,Otros,0,0
05086,72,65.28,47,Cs,1,2.13
05086,72,65.28,47,PSOE,3,6.38
05086,72,65.28,47,UP,0,0
05086,72,65.28,47,PP,24,51.06
05086,72,65.28,47,VOX,11,23.4
05086,72,65.28,47,XAV,8,17.02
05087,149,65.77,98,Otros,1,1.02
05087,149,65.77,98,Cs,1,1.02
05087,149,65.77,98,PSOE,13,13.27
05087,149,65.77,98,UP,0,0
05087,149,65.77,98,PP,42,42.86
05087,149,65.77,98,VOX,28,28.57
05087,149,65.77,98,XAV,13,13.27
05088,27,88.89,23,Otros,0,0
05088,27,88.89,23,Cs,2,8.7
05088,27,88.89,23,PSOE,2,8.7
05088,27,88.89,23,UP,0,0
05088,27,88.89,23,PP,7,30.43
05088,27,88.89,23,VOX,8,34.78
05088,27,88.89,23,XAV,4,17.39
05089,470,65.53,299,Otros,2,0.67
05089,470,65.53,299,Cs,12,4.01
05089,470,65.53,299,PSOE,85,28.43
05089,470,65.53,299,UP,10,3.34
05089,470,65.53,299,PP,127,42.47
05089,470,65.53,299,VOX,39,13.04
05089,470,65.53,299,XAV,22,7.36
05090,61,81.97,49,Otros,0,0
05090,61,81.97,49,Cs,1,2.04
05090,61,81.97,49,PSOE,13,26.53
05090,61,81.97,49,UP,0,0
05090,61,81.97,49,PP,16,32.65
05090,61,81.97,49,VOX,18,36.73
05090,61,81.97,49,XAV,1,2.04
05092,138,67.39,91,Otros,0,0
05092,138,67.39,91,Cs,1,1.1
05092,138,67.39,91,PSOE,16,17.58
05092,138,67.39,91,UP,3,3.3
05092,138,67.39,91,PP,38,41.76
05092,138,67.39,91,VOX,22,24.18
05092,138,67.39,91,XAV,9,9.89
05093,395,63.04,245,Otros,2,0.82
05093,395,63.04,245,Cs,4,1.63
05093,395,63.04,245,PSOE,38,15.51
05093,395,63.04,245,UP,17,6.94
05093,395,63.04,245,PP,64,26.12
05093,395,63.04,245,VOX,55,22.45
05093,395,63.04,245,XAV,63,25.71
05094,129,70.54,91,Otros,0,0
05094,129,70.54,91,Cs,1,1.1
05094,129,70.54,91,PSOE,3,3.3
05094,129,70.54,91,UP,0,0
05094,129,70.54,91,PP,56,61.54
05094,129,70.54,91,VOX,21,23.08
05094,129,70.54,91,XAV,10,10.99
05095,236,66.1,154,Otros,2,1.3
05095,236,66.1,154,Cs,0,0
05095,236,66.1,154,PSOE,44,28.57
05095,236,66.1,154,UP,8,5.19
05095,236,66.1,154,PP,49,31.82
05095,236,66.1,154,VOX,36,23.38
05095,236,66.1,154,XAV,15,9.74
05096,88,61.36,54,Otros,0,0
05096,88,61.36,54,Cs,0,0
05096,88,61.36,54,PSOE,22,40.74
05096,88,61.36,54,UP,5,9.26
05096,88,61.36,54,PP,15,27.78
05096,88,61.36,54,VOX,7,12.96
05096,88,61.36,54,XAV,5,9.26
05097,447,59.28,259,Otros,1,0.39
05097,447,59.28,259,Cs,7,2.7
05097,447,59.28,259,PSOE,57,22.01
05097,447,59.28,259,UP,6,2.32
05097,447,59.28,259,PP,113,43.63
05097,447,59.28,259,VOX,42,16.22
05097,447,59.28,259,XAV,33,12.74
05099,439,74.94,316,Otros,1,0.32
05099,439,74.94,316,Cs,11,3.48
05099,439,74.94,316,PSOE,98,31.01
05099,439,74.94,316,UP,1,0.32
05099,439,74.94,316,PP,115,36.39
05099,439,74.94,316,VOX,71,22.47
05099,439,74.94,316,XAV,19,6.01
05100,254,67.72,169,Otros,3,1.77
05100,254,67.72,169,Cs,2,1.18
05100,254,67.72,169,PSOE,43,25.44
05100,254,67.72,169,UP,20,11.83
05100,254,67.72,169,PP,51,30.18
05100,254,67.72,169,VOX,45,26.63
05100,254,67.72,169,XAV,5,2.96
05101,263,73.76,190,Otros,1,0.53
05101,263,73.76,190,Cs,11,5.79
05101,263,73.76,190,PSOE,23,12.11
05101,263,73.76,190,UP,2,1.05
05101,263,73.76,190,PP,100,52.63
05101,263,73.76,190,VOX,24,12.63
05101,263,73.76,190,XAV,28,14.74
05102,1680,63.51,1059,Otros,2,0.18
05102,1680,63.51,1059,Cs,8,0.76
05102,1680,63.51,1059,PSOE,296,27.95
05102,1680,63.51,1059,UP,22,2.08
05102,1680,63.51,1059,PP,532,50.24
05102,1680,63.51,1059,VOX,151,14.26
05102,1680,63.51,1059,XAV,40,3.78
05103,60,65,39,Otros,1,2.56
05103,60,65,39,Cs,0,0
05103,60,65,39,PSOE,5,12.82
05103,60,65,39,UP,3,7.69
05103,60,65,39,PP,20,51.28
05103,60,65,39,VOX,5,12.82
05103,60,65,39,XAV,5,12.82
05104,30,43.33,13,Otros,0,0
05104,30,43.33,13,Cs,0,0
05104,30,43.33,13,PSOE,2,15.38
05104,30,43.33,13,UP,0,0
05104,30,43.33,13,PP,9,69.23
05104,30,43.33,13,VOX,2,15.38
05104,30,43.33,13,XAV,0,0
05105,334,73.35,238,Otros,2,0.84
05105,334,73.35,238,Cs,3,1.26
05105,334,73.35,238,PSOE,68,28.57
05105,334,73.35,238,UP,13,5.46
05105,334,73.35,238,PP,66,27.73
05105,334,73.35,238,VOX,35,14.71
05105,334,73.35,238,XAV,50,21.01
05106,25,40,10,Otros,0,0
05106,25,40,10,Cs,1,10
05106,25,40,10,PSOE,0,0
05106,25,40,10,UP,0,0
05106,25,40,10,PP,4,40
05106,25,40,10,VOX,0,0
05106,25,40,10,XAV,5,50
05107,50,68,34,Otros,0,0
05107,50,68,34,Cs,0,0
05107,50,68,34,PSOE,2,5.88
05107,50,68,34,UP,1,2.94
05107,50,68,34,PP,16,47.06
05107,50,68,34,VOX,9,26.47
05107,50,68,34,XAV,6,17.65
05108,38,78.95,29,Otros,0,0
05108,38,78.95,29,Cs,1,3.45
05108,38,78.95,29,PSOE,10,34.48
05108,38,78.95,29,UP,1,3.45
05108,38,78.95,29,PP,12,41.38
05108,38,78.95,29,VOX,2,6.9
05108,38,78.95,29,XAV,3,10.34
05109,427,72.6,303,Otros,1,0.33
05109,427,72.6,303,Cs,12,3.96
05109,427,72.6,303,PSOE,89,29.37
05109,427,72.6,303,UP,5,1.65
05109,427,72.6,303,PP,118,38.94
05109,427,72.6,303,VOX,50,16.5
05109,427,72.6,303,XAV,24,7.92
05110,719,59.67,424,Otros,0,0
05110,719,59.67,424,Cs,20,4.72
05110,719,59.67,424,PSOE,118,27.83
05110,719,59.67,424,UP,7,1.65
05110,719,59.67,424,PP,177,41.75
05110,719,59.67,424,VOX,78,18.4
05110,719,59.67,424,XAV,24,5.66
05112,99,52.53,50,Otros,0,0
05112,99,52.53,50,Cs,2,4
05112,99,52.53,50,PSOE,9,18
05112,99,52.53,50,UP,2,4
05112,99,52.53,50,PP,23,46
