date,ano,mes,distrito,tipo_salida,salidas
2022-08-01,2022,08,CIUDAD LINEAL,total,119
2022-08-01,2022,08,HORTALEZA,fuegos,12
2022-08-01,2022,08,HORTALEZA,danos_en_construccion,1
2022-08-01,2022,08,HORTALEZA,salvamentos_y_rescates,25
2022-08-01,2022,08,HORTALEZA,danos_por_agua,17
2022-08-01,2022,08,HORTALEZA,incidentes_diversos,24
2022-08-01,2022,08,HORTALEZA,salidas_sin_intervencion,15
2022-08-01,2022,08,HORTALEZA,servicios_varios,5
2022-08-01,2022,08,HORTALEZA,total,99
2022-08-01,2022,08,VILLAVERDE,fuegos,35
2022-08-01,2022,08,VILLAVERDE,danos_en_construccion,3
2022-08-01,2022,08,VILLAVERDE,salvamentos_y_rescates,29
2022-08-01,2022,08,VILLAVERDE,danos_por_agua,9
2022-08-01,2022,08,VILLAVERDE,incidentes_diversos,28
2022-08-01,2022,08,VILLAVERDE,salidas_sin_intervencion,16
2022-08-01,2022,08,VILLAVERDE,servicios_varios,2
2022-08-01,2022,08,VILLAVERDE,total,122
2022-08-01,2022,08,VILLA DE VALLECAS,fuegos,44
2022-08-01,2022,08,VILLA DE VALLECAS,danos_en_construccion,3
2022-08-01,2022,08,VILLA DE VALLECAS,salvamentos_y_rescates,18
2022-08-01,2022,08,VILLA DE VALLECAS,danos_por_agua,6
2022-08-01,2022,08,VILLA DE VALLECAS,incidentes_diversos,14
2022-08-01,2022,08,VILLA DE VALLECAS,salidas_sin_intervencion,25
2022-08-01,2022,08,VILLA DE VALLECAS,servicios_varios,2
2022-08-01,2022,08,VILLA DE VALLECAS,total,112
2022-08-01,2022,08,VICALVARO,fuegos,16
2022-08-01,2022,08,VICALVARO,danos_en_construccion,1
2022-08-01,2022,08,VICALVARO,salvamentos_y_rescates,9
2022-08-01,2022,08,VICALVARO,danos_por_agua,3
2022-08-01,2022,08,VICALVARO,incidentes_diversos,5
2022-08-01,2022,08,VICALVARO,salidas_sin_intervencion,15
2022-08-01,2022,08,VICALVARO,servicios_varios,1
2022-08-01,2022,08,VICALVARO,total,50
2022-08-01,2022,08,SAN BLAS,fuegos,18
2022-08-01,2022,08,SAN BLAS,danos_en_construccion,5
2022-08-01,2022,08,SAN BLAS,salvamentos_y_rescates,30
2022-08-01,2022,08,SAN BLAS,danos_por_agua,8
2022-08-01,2022,08,SAN BLAS,incidentes_diversos,19
2022-08-01,2022,08,SAN BLAS,salidas_sin_intervencion,21
2022-08-01,2022,08,SAN BLAS,servicios_varios,2
2022-08-01,2022,08,SAN BLAS,total,103
2022-08-01,2022,08,BARAJAS,fuegos,6
2022-08-01,2022,08,BARAJAS,danos_en_construccion,2
2022-08-01,2022,08,BARAJAS,salvamentos_y_rescates,6
2022-08-01,2022,08,BARAJAS,danos_por_agua,7
2022-08-01,2022,08,BARAJAS,incidentes_diversos,7
2022-08-01,2022,08,BARAJAS,salidas_sin_intervencion,10
2022-08-01,2022,08,BARAJAS,servicios_varios,0
2022-08-01,2022,08,BARAJAS,total,38
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,fuegos,2
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,danos_en_construccion,0
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,salvamentos_y_rescates,2
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,danos_por_agua,0
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,incidentes_diversos,2
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,salidas_sin_intervencion,3
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,servicios_varios,1
2022-08-01,2022,08,FUERA TERMINO MUNICIPAL,total,10
2022-07-01,2022,07,CENTRO,fuegos,51
2022-07-01,2022,07,CENTRO,danos_en_construccion,16
2022-07-01,2022,07,CENTRO,salvamentos_y_rescates,58
2022-07-01,2022,07,CENTRO,danos_por_agua,23
2022-07-01,2022,07,CENTRO,incidentes_diversos,38
2022-07-01,2022,07,CENTRO,salidas_sin_intervencion,69
2022-07-01,2022,07,CENTRO,servicios_varios,8
2022-07-01,2022,07,CENTRO,total,263
2022-07-01,2022,07,ARGANZUELA,fuegos,19
2022-07-01,2022,07,ARGANZUELA,danos_en_construccion,7
2022-07-01,2022,07,ARGANZUELA,salvamentos_y_rescates,26
2022-07-01,2022,07,ARGANZUELA,danos_por_agua,11
2022-07-01,2022,07,ARGANZUELA,incidentes_diversos,28
2022-07-01,2022,07,ARGANZUELA,salidas_sin_intervencion,26
2022-07-01,2022,07,ARGANZUELA,servicios_varios,2
2022-07-01,2022,07,ARGANZUELA,total,119
2022-07-01,2022,07,RETIRO,fuegos,12
2022-07-01,2022,07,RETIRO,danos_en_construccion,6
2022-07-01,2022,07,RETIRO,salvamentos_y_rescates,20
2022-07-01,2022,07,RETIRO,danos_por_agua,8
2022-07-01,2022,07,RETIRO,incidentes_diversos,24
2022-07-01,2022,07,RETIRO,salidas_sin_intervencion,30
2022-07-01,2022,07,RETIRO,servicios_varios,3
2022-07-01,2022,07,RETIRO,total,103
2022-07-01,2022,07,SALAMANCA,fuegos,18
2022-07-01,2022,07,SALAMANCA,danos_en_construccion,10
2022-07-01,2022,07,SALAMANCA,salvamentos_y_rescates,31
2022-07-01,2022,07,SALAMANCA,danos_por_agua,12
2022-07-01,2022,07,SALAMANCA,incidentes_diversos,31
2022-07-01,2022,07,SALAMANCA,salidas_sin_intervencion,23
2022-07-01,2022,07,SALAMANCA,servicios_varios,8
2022-07-01,2022,07,SALAMANCA,total,133
2022-07-01,2022,07,CHAMARTIN,fuegos,17
2022-07-01,2022,07,CHAMARTIN,danos_en_construccion,9
2022-07-01,2022,07,CHAMARTIN,salvamentos_y_rescates,26
2022-07-01,2022,07,CHAMARTIN,danos_por_agua,9
2022-07-01,2022,07,CHAMARTIN,incidentes_diversos,43
2022-07-01,2022,07,CHAMARTIN,salidas_sin_intervencion,33
2022-07-01,2022,07,CHAMARTIN,servicios_varios,5
2022-07-01,2022,07,CHAMARTIN,total,142
2022-07-01,2022,07,TETUAN,fuegos,23
2022-07-01,2022,07,TETUAN,danos_en_construccion,11
2022-07-01,2022,07,TETUAN,salvamentos_y_rescates,30
2022-07-01,2022,07,TETUAN,danos_por_agua,19
2022-07-01,2022,07,TETUAN,incidentes_diversos,25
2022-07-01,2022,07,TETUAN,salidas_sin_intervencion,31
2022-07-01,2022,07,TETUAN,servicios_varios,1
2022-07-01,2022,07,TETUAN,total,140
2022-07-01,2022,07,CHAMBERI,fuegos,15
2022-07-01,2022,07,CHAMBERI,danos_en_construccion,6
2022-07-01,2022,07,CHAMBERI,salvamentos_y_rescates,37
2022-07-01,2022,07,CHAMBERI,danos_por_agua,20
2022-07-01,2022,07,CHAMBERI,incidentes_diversos,50
2022-07-01,2022,07,CHAMBERI,salidas_sin_intervencion,40
2022-07-01,2022,07,CHAMBERI,servicios_varios,4
2022-07-01,2022,07,CHAMBERI,total,172
2022-07-01,2022,07,FUENCARRAL,fuegos,39
2022-07-01,2022,07,FUENCARRAL,danos_en_construccion,6
2022-07-01,2022,07,FUENCARRAL,salvamentos_y_rescates,26
2022-07-01,2022,07,FUENCARRAL,danos_por_agua,12
2022-07-01,2022,07,FUENCARRAL,incidentes_diversos,35
2022-07-01,2022,07,FUENCARRAL,salidas_sin_intervencion,29
2022-07-01,2022,07,FUENCARRAL,servicios_varios,12
2022-07-01,2022,07,FUENCARRAL,total,159
2022-07-01,2022,07,MONCLOA,fuegos,26
2022-07-01,2022,07,MONCLOA,danos_en_construccion,3
2022-07-01,2022,07,MONCLOA,salvamentos_y_rescates,30
2022-07-01,2022,07,MONCLOA,danos_por_agua,10
2022-07-01,2022,07,MONCLOA,incidentes_diversos,31
2022-07-01,2022,07,MONCLOA,salidas_sin_intervencion,26
2022-07-01,2022,07,MONCLOA,servicios_varios,4
2022-07-01,2022,07,MONCLOA,total,130
2022-07-01,2022,07,LATINA,fuegos,27
2022-07-01,2022,07,LATINA,danos_en_construccion,11
2022-07-01,2022,07,LATINA,salvamentos_y_rescates,42
2022-07-01,2022,07,LATINA,danos_por_agua,11
2022-07-01,2022,07,LATINA,incidentes_diversos,44
2022-07-01,2022,07,LATINA,salidas_sin_intervencion,33
2022-07-01,2022,07,LATINA,servicios_varios,6
2022-07-01,2022,07,LATINA,total,174
2022-07-01,2022,07,CARABANCHEL,fuegos,47
2022-07-01,2022,07,CARABANCHEL,danos_en_construccion,10
2022-07-01,2022,07,CARABANCHEL,salvamentos_y_rescates,38
2022-07-01,2022,07,CARABANCHEL,danos_por_agua,16
2022-07-01,2022,07,CARABANCHEL,incidentes_diversos,42
2022-07-01,2022,07,CARABANCHEL,salidas_sin_intervencion,39
2022-07-01,2022,07,CARABANCHEL,servicios_varios,5
2022-07-01,2022,07,CARABANCHEL,total,197
2022-07-01,2022,07,USERA,fuegos,32
2022-07-01,2022,07,USERA,danos_en_construccion,0
2022-07-01,2022,07,USERA,salvamentos_y_rescates,24
2022-07-01,2022,07,USERA,danos_por_agua,7
2022-07-01,2022,07,USERA,incidentes_diversos,14
2022-07-01,2022,07,USERA,salidas_sin_intervencion,21
2022-07-01,2022,07,USERA,servicios_varios,4
2022-07-01,2022,07,USERA,total,102
2022-07-01,2022,07,PUENTE VALLECAS,fuegos,34
2022-07-01,2022,07,PUENTE VALLECAS,danos_en_construccion,9
2022-07-01,2022,07,PUENTE VALLECAS,salvamentos_y_rescates,58
2022-07-01,2022,07,PUENTE VALLECAS,danos_por_agua,12
2022-07-01,2022,07,PUENTE VALLECAS,incidentes_diversos,38
2022-07-01,2022,07,PUENTE VALLECAS,salidas_sin_intervencion,49
2022-07-01,2022,07,PUENTE VALLECAS,servicios_varios,6
2022-07-01,2022,07,PUENTE VALLECAS,total,206
2022-07-01,2022,07,MORATALAZ,fuegos,9
2022-07-01,2022,07,MORATALAZ,danos_en_construccion,3
2022-07-01,2022,07,MORATALAZ,salvamentos_y_rescates,22
2022-07-01,2022,07,MORATALAZ,danos_por_agua,2
2022-07-01,2022,07,MORATALAZ,incidentes_diversos,26
2022-07-01,2022,07,MORATALAZ,salidas_sin_intervencion,10
2022-07-01,2022,07,MORATALAZ,servicios_varios,2
2022-07-01,2022,07,MORATALAZ,total,74
2022-07-01,2022,07,CIUDAD LINEAL,fuegos,37
2022-07-01,2022,07,CIUDAD LINEAL,danos_en_construccion,8
2022-07-01,2022,07,CIUDAD LINEAL,salvamentos_y_rescates,28
2022-07-01,2022,07,CIUDAD LINEAL,danos_por_agua,7
2022-07-01,2022,07,CIUDAD LINEAL,incidentes_diversos,38
2022-07-01,2022,07,CIUDAD LINEAL,salidas_sin_intervencion,40
2022-07-01,2022,07,CIUDAD LINEAL,servicios_varios,2
2022-07-01,2022,07,CIUDAD LINEAL,total,160
2022-07-01,2022,07,HORTALEZA,fuegos,22
2022-07-01,2022,07,HORTALEZA,danos_en_construccion,6
2022-07-01,2022,07,HORTALEZA,salvamentos_y_rescates,33
2022-07-01,2022,07,HORTALEZA,danos_por_agua,13
2022-07-01,2022,07,HORTALEZA,incidentes_diversos,35
2022-07-01,2022,07,HORTALEZA,salidas_sin_intervencion,29
2022-07-01,2022,07,HORTALEZA,servicios_varios,2
2022-07-01,2022,07,HORTALEZA,total,140
2022-07-01,2022,07,VILLAVERDE,fuegos,67
2022-07-01,2022,07,VILLAVERDE,danos_en_construccion,1
2022-07-01,2022,07,VILLAVERDE,salvamentos_y_rescates,22
2022-07-01,2022,07,VILLAVERDE,danos_por_agua,9
2022-07-01,2022,07,VILLAVERDE,incidentes_diversos,29
2022-07-01,2022,07,VILLAVERDE,salidas_sin_intervencion,24
2022-07-01,2022,07,VILLAVERDE,servicios_varios,2
2022-07-01,2022,07,VILLAVERDE,total,154
2022-07-01,2022,07,VILLA DE VALLECAS,fuegos,53
2022-07-01,2022,07,VILLA DE VALLECAS,danos_en_construccion,6
2022-07-01,2022,07,VILLA DE VALLECAS,salvamentos_y_rescates,16
2022-07-01,2022,07,VILLA DE VALLECAS,danos_por_agua,7
2022-07-01,2022,07,VILLA DE VALLECAS,incidentes_diversos,10
2022-07-01,2022,07,VILLA DE VALLECAS,salidas_sin_intervencion,18
2022-07-01,2022,07,VILLA DE VALLECAS,servicios_varios,4
2022-07-01,2022,07,VILLA DE VALLECAS,total,114
2022-07-01,2022,07,VICALVARO,fuegos,14
2022-07-01,2022,07,VICALVARO,danos_en_construccion,2
2022-07-01,2022,07,VICALVARO,salvamentos_y_rescates,8
2022-07-01,2022,07,VICALVARO,danos_por_agua,3
2022-07-01,2022,07,VICALVARO,incidentes_diversos,9
2022-07-01,2022,07,VICALVARO,salidas_sin_intervencion,9
2022-07-01,2022,07,VICALVARO,servicios_varios,0
2022-07-01,2022,07,VICALVARO,total,45
2022-07-01,2022,07,SAN BLAS,fuegos,18
2022-07-01,2022,07,SAN BLAS,danos_en_construccion,2
2022-07-01,2022,07,SAN BLAS,salvamentos_y_rescates,35
2022-07-01,2022,07,SAN BLAS,danos_por_agua,8
2022-07-01,2022,07,SAN BLAS,incidentes_diversos,20
2022-07-01,2022,07,SAN BLAS,salidas_sin_intervencion,21
2022-07-01,2022,07,SAN BLAS,servicios_varios,1
2022-07-01,2022,07,SAN BLAS,total,105
2022-07-01,2022,07,BARAJAS,fuegos,11
2022-07-01,2022,07,BARAJAS,danos_en_construccion,0
2022-07-01,2022,07,BARAJAS,salvamentos_y_rescates,9
2022-07-01,2022,07,BARAJAS,danos_por_agua,3
2022-07-01,2022,07,BARAJAS,incidentes_diversos,5
2022-07-01,2022,07,BARAJAS,salidas_sin_intervencion,14
2022-07-01,2022,07,BARAJAS,servicios_varios,8
2022-07-01,2022,07,BARAJAS,total,50
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,fuegos,5
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,danos_en_construccion,0
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,salvamentos_y_rescates,1
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,danos_por_agua,0
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,incidentes_diversos,1
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,salidas_sin_intervencion,3
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,servicios_varios,0
2022-07-01,2022,07,FUERA TERMINO MUNICIPAL,total,10
2022-06-01,2022,06,CENTRO,fuegos,52
2022-06-01,2022,06,CENTRO,danos_en_construccion,27
2022-06-01,2022,06,CENTRO,salvamentos_y_rescates,44
2022-06-01,2022,06,CENTRO,danos_por_agua,19
2022-06-01,2022,06,CENTRO,incidentes_diversos,48
2022-06-01,2022,06,CENTRO,salidas_sin_intervencion,57
2022-06-01,2022,06,CENTRO,servicios_varios,10
2022-06-01,2022,06,CENTRO,total,257
2022-06-01,2022,06,ARGANZUELA,fuegos,18
2022-06-01,2022,06,ARGANZUELA,danos_en_construccion,6
2022-06-01,2022,06,ARGANZUELA,salvamentos_y_rescates,35
2022-06-01,2022,06,ARGANZUELA,danos_por_agua,13
2022-06-01,2022,06,ARGANZUELA,incidentes_diversos,21
2022-06-01,2022,06,ARGANZUELA,salidas_sin_intervencion,26
2022-06-01,2022,06,ARGANZUELA,servicios_varios,8
2022-06-01,2022,06,ARGANZUELA,total,127
2022-06-01,2022,06,RETIRO,fuegos,5
2022-06-01,2022,06,RETIRO,danos_en_construccion,4
2022-06-01,2022,06,RETIRO,salvamentos_y_rescates,15
2022-06-01,2022,06,RETIRO,danos_por_agua,4
2022-06-01,2022,06,RETIRO,incidentes_diversos,16
2022-06-01,2022,06,RETIRO,salidas_sin_intervencion,21
2022-06-01,2022,06,RETIRO,servicios_varios,8
2022-06-01,2022,06,RETIRO,total,73
2022-06-01,2022,06,SALAMANCA,fuegos,30
2022-06-01,2022,06,SALAMANCA,danos_en_construccion,12
2022-06-01,2022,06,SALAMANCA,salvamentos_y_rescates,35
2022-06-01,2022,06,SALAMANCA,danos_por_agua,10
2022-06-01,2022,06,SALAMANCA,incidentes_diversos,12
2022-06-01,2022,06,SALAMANCA,salidas_sin_intervencion,36
2022-06-01,2022,06,SALAMANCA,servicios_varios,8
2022-06-01,2022,06,SALAMANCA,total,143
2022-06-01,2022,06,CHAMARTIN,fuegos,18
2022-06-01,2022,06,CHAMARTIN,danos_en_construccion,7
2022-06-01,2022,06,CHAMARTIN,salvamentos_y_rescates,21
2022-06-01,2022,06,CHAMARTIN,danos_por_agua,6
2022-06-01,2022,06,CHAMARTIN,incidentes_diversos,28
2022-06-01,2022,06,CHAMARTIN,salidas_sin_intervencion,28
2022-06-01,2022,06,CHAMARTIN,servicios_varios,2
2022-06-01,2022,06,CHAMARTIN,total,110
2022-06-01,2022,06,TETUAN,fuegos,17
2022-06-01,2022,06,TETUAN,danos_en_construccion,10
2022-06-01,2022,06,TETUAN,salvamentos_y_rescates,37
2022-06-01,2022,06,TETUAN,danos_por_agua,13
2022-06-01,2022,06,TETUAN,incidentes_diversos,17
2022-06-01,2022,06,TETUAN,salidas_sin_intervencion,43
2022-06-01,2022,06,TETUAN,servicios_varios,5
2022-06-01,2022,06,TETUAN,total,142
2022-06-01,2022,06,CHAMBERI,fuegos,19
2022-06-01,2022,06,CHAMBERI,danos_en_construccion,12
2022-06-01,2022,06,CHAMBERI,salvamentos_y_rescates,34
2022-06-01,2022,06,CHAMBERI,danos_por_agua,9
2022-06-01,2022,06,CHAMBERI,incidentes_diversos,15
2022-06-01,2022,06,CHAMBERI,salidas_sin_intervencion,30
2022-06-01,2022,06,CHAMBERI,servicios_varios,1
2022-06-01,2022,06,CHAMBERI,total,120
2022-06-01,2022,06,FUENCARRAL,fuegos,61
2022-06-01,2022,06,FUENCARRAL,danos_en_construccion,4
2022-06-01,2022,06,FUENCARRAL,salvamentos_y_rescates,41
2022-06-01,2022,06,FUENCARRAL,danos_por_agua,7
2022-06-01,2022,06,FUENCARRAL,incidentes_diversos,25
2022-06-01,2022,06,FUENCARRAL,salidas_sin_intervencion,37
2022-06-01,2022,06,FUENCARRAL,servicios_varios,6
2022-06-01,2022,06,FUENCARRAL,total,181
2022-06-01,2022,06,MONCLOA,fuegos,27
2022-06-01,2022,06,MONCLOA,danos_en_construccion,6
2022-06-01,2022,06,MONCLOA,salvamentos_y_rescates,21
2022-06-01,2022,06,MONCLOA,danos_por_agua,3
2022-06-01,2022,06,MONCLOA,incidentes_diversos,20
2022-06-01,2022,06,MONCLOA,salidas_sin_intervencion,23
2022-06-01,2022,06,MONCLOA,servicios_varios,8
2022-06-01,2022,06,MONCLOA,total,108
2022-06-01,2022,06,LATINA,fuegos,34
2022-06-01,2022,06,LATINA,danos_en_construccion,12
2022-06-01,2022,06,LATINA,salvamentos_y_rescates,33
2022-06-01,2022,06,LATINA,danos_por_agua,9
2022-06-01,2022,06,LATINA,incidentes_diversos,22
2022-06-01,2022,06,LATINA,salidas_sin_intervencion,33
2022-06-01,2022,06,LATINA,servicios_varios,18
2022-06-01,2022,06,LATINA,total,161
2022-06-01,2022,06,CARABANCHEL,fuegos,36
2022-06-01,2022,06,CARABANCHEL,danos_en_construccion,8
2022-06-01,2022,06,CARABANCHEL,salvamentos_y_rescates,46
2022-06-01,2022,06,CARABANCHEL,danos_por_agua,11
2022-06-01,2022,06,CARABANCHEL,incidentes_diversos,23
2022-06-01,2022,06,CARABANCHEL,salidas_sin_intervencion,27
2022-06-01,2022,06,CARABANCHEL,servicios_varios,4
2022-06-01,2022,06,CARABANCHEL,total,155
2022-06-01,2022,06,USERA,fuegos,27
2022-06-01,2022,06,USERA,danos_en_construccion,1
2022-06-01,2022,06,USERA,salvamentos_y_rescates,31
2022-06-01,2022,06,USERA,danos_por_agua,9
2022-06-01,2022,06,USERA,incidentes_diversos,14
2022-06-01,2022,06,USERA,salidas_sin_intervencion,24
2022-06-01,2022,06,USERA,servicios_varios,5
2022-06-01,2022,06,USERA,total,111
2022-06-01,2022,06,PUENTE VALLECAS,fuegos,37
2022-06-01,2022,06,PUENTE VALLECAS,danos_en_construccion,8
2022-06-01,2022,06,PUENTE VALLECAS,salvamentos_y_rescates,38
2022-06-01,2022,06,PUENTE VALLECAS,danos_por_agua,12
2022-06-01,2022,06,PUENTE VALLECAS,incidentes_diversos,26
2022-06-01,2022,06,PUENTE VALLECAS,salidas_sin_intervencion,31
2022-06-01,2022,06,PUENTE VALLECAS,servicios_varios,2
2022-06-01,2022,06,PUENTE VALLECAS,total,154
2022-06-01,2022,06,MORATALAZ,fuegos,10
2022-06-01,2022,06,MORATALAZ,danos_en_construccion,2
2022-06-01,2022,06,MORATALAZ,salvamentos_y_rescates,16
2022-06-01,2022,06,MORATALAZ,danos_por_agua,4
2022-06-01,2022,06,MORATALAZ,incidentes_diversos,14
2022-06-01,2022,06,MORATALAZ,salidas_sin_intervencion,4
2022-06-01,2022,06,MORATALAZ,servicios_varios,2
2022-06-01,2022,06,MORATALAZ,total,52
2022-06-01,2022,06,CIUDAD LINEAL,fuegos,32
2022-06-01,2022,06,CIUDAD LINEAL,danos_en_construccion,9
2022-06-01,2022,06,CIUDAD LINEAL,salvamentos_y_rescates,25
2022-06-01,2022,06,CIUDAD LINEAL,danos_por_agua,12
2022-06-01,2022,06,CIUDAD LINEAL,incidentes_diversos,29
2022-06-01,2022,06,CIUDAD LINEAL,salidas_sin_intervencion,31
2022-06-01,2022,06,CIUDAD LINEAL,servicios_varios,6
2022-06-01,2022,06,CIUDAD LINEAL,total,144
2022-06-01,2022,06,HORTALEZA,fuegos,47
2022-06-01,2022,06,HORTALEZA,danos_en_construccion,7
2022-06-01,2022,06,HORTALEZA,salvamentos_y_rescates,23
2022-06-01,2022,06,HORTALEZA,danos_por_agua,8
2022-06-01,2022,06,HORTALEZA,incidentes_diversos,35
2022-06-01,2022,06,HORTALEZA,salidas_sin_intervencion,32
2022-06-01,2022,06,HORTALEZA,servicios_varios,8
2022-06-01,2022,06,HORTALEZA,total,160
2022-06-01,2022,06,VILLAVERDE,fuegos,92
2022-06-01,2022,06,VILLAVERDE,danos_en_construccion,1
2022-06-01,2022,06,VILLAVERDE,salvamentos_y_rescates,26
2022-06-01,2022,06,VILLAVERDE,danos_por_agua,8
2022-06-01,2022,06,VILLAVERDE,incidentes_diversos,17
2022-06-01,2022,06,VILLAVERDE,salidas_sin_intervencion,26
2022-06-01,2022,06,VILLAVERDE,servicios_varios,10
2022-06-01,2022,06,VILLAVERDE,total,180
2022-06-01,2022,06,VILLA DE VALLECAS,fuegos,75
2022-06-01,2022,06,VILLA DE VALLECAS,danos_en_construccion,5
2022-06-01,2022,06,VILLA DE VALLECAS,salvamentos_y_rescates,19
2022-06-01,2022,06,VILLA DE VALLECAS,danos_por_agua,3
2022-06-01,2022,06,VILLA DE VALLECAS,incidentes_diversos,11
2022-06-01,2022,06,VILLA DE VALLECAS,salidas_sin_intervencion,24
2022-06-01,2022,06,VILLA DE VALLECAS,servicios_varios,7
2022-06-01,2022,06,VILLA DE VALLECAS,total,144
2022-06-01,2022,06,VICALVARO,fuegos,18
2022-06-01,2022,06,VICALVARO,danos_en_construccion,3
2022-06-01,2022,06,VICALVARO,salvamentos_y_rescates,8
2022-06-01,2022,06,VICALVARO,danos_por_agua,6
2022-06-01,2022,06,VICALVARO,incidentes_diversos,7
2022-06-01,2022,06,VICALVARO,salidas_sin_intervencion,12
2022-06-01,2022,06,VICALVARO,servicios_varios,2
2022-06-01,2022,06,VICALVARO,total,56
2022-06-01,2022,06,SAN BLAS,fuegos,16
2022-06-01,2022,06,SAN BLAS,danos_en_construccion,5
2022-06-01,2022,06,SAN BLAS,salvamentos_y_rescates,36
2022-06-01,2022,06,SAN BLAS,danos_por_agua,3
2022-06-01,2022,06,SAN BLAS,incidentes_diversos,24
2022-06-01,2022,06,SAN BLAS,salidas_sin_intervencion,18
2022-06-01,2022,06,SAN BLAS,servicios_varios,6
2022-06-01,2022,06,SAN BLAS,total,108
2022-06-01,2022,06,BARAJAS,fuegos,10
2022-06-01,2022,06,BARAJAS,danos_en_construccion,0
2022-06-01,2022,06,BARAJAS,salvamentos_y_rescates,3
2022-06-01,2022,06,BARAJAS,danos_por_agua,1
2022-06-01,2022,06,BARAJAS,incidentes_diversos,8
2022-06-01,2022,06,BARAJAS,salidas_sin_intervencion,11
2022-06-01,2022,06,BARAJAS,servicios_varios,5
2022-06-01,2022,06,BARAJAS,total,38
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,fuegos,3
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,danos_en_construccion,0
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,salvamentos_y_rescates,0
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,danos_por_agua,0
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,incidentes_diversos,2
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,salidas_sin_intervencion,1
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,servicios_varios,1
2022-06-01,2022,06,FUERA TERMINO MUNICIPAL,total,7
2022-05-01,2022,05,CENTRO,fuegos,46
2022-05-01,2022,05,CENTRO,danos_en_construccion,21
2022-05-01,2022,05,CENTRO,salvamentos_y_rescates,67
2022-05-01,2022,05,CENTRO,danos_por_agua,9
2022-05-01,2022,05,CENTRO,incidentes_diversos,48
2022-05-01,2022,05,CENTRO,salidas_sin_intervencion,50
2022-05-01,2022,05,CENTRO,servicios_varios,7
2022-05-01,2022,05,CENTRO,total,248
2022-05-01,2022,05,ARGANZUELA,fuegos,30
2022-05-01,2022,05,ARGANZUELA,danos_en_construccion,7
2022-05-01,2022,05,ARGANZUELA,salvamentos_y_rescates,22
2022-05-01,2022,05,ARGANZUELA,danos_por_agua,6
2022-05-01,2022,05,ARGANZUELA,incidentes_diversos,14
2022-05-01,2022,05,ARGANZUELA,salidas_sin_intervencion,22
2022-05-01,2022,05,ARGANZUELA,servicios_varios,8
2022-05-01,2022,05,ARGANZUELA,total,109
2022-05-01,2022,05,RETIRO,fuegos,17
2022-05-01,2022,05,RETIRO,danos_en_construccion,5
2022-05-01,2022,05,RETIRO,salvamentos_y_rescates,24
2022-05-01,2022,05,RETIRO,danos_por_agua,9
2022-05-01,2022,05,RETIRO,incidentes_diversos,15
2022-05-01,2022,05,RETIRO,salidas_sin_intervencion,15
2022-05-01,2022,05,RETIRO,servicios_varios,0
2022-05-01,2022,05,RETIRO,total,85
2022-05-01,2022,05,SALAMANCA,fuegos,16
2022-05-01,2022,05,SALAMANCA,danos_en_construccion,18
2022-05-01,2022,05,SALAMANCA,salvamentos_y_rescates,32
2022-05-01,2022,05,SALAMANCA,danos_por_agua,5
2022-05-01,2022,05,SALAMANCA,incidentes_diversos,20
2022-05-01,2022,05,SALAMANCA,salidas_sin_intervencion,15
2022-05-01,2022,05,SALAMANCA,servicios_varios,15
2022-05-01,2022,05,SALAMANCA,total,121
2022-05-01,2022,05,CHAMARTIN,fuegos,12
2022-05-01,2022,05,CHAMARTIN,danos_en_construccion,7
2022-05-01,2022,05,CHAMARTIN,salvamentos_y_rescates,19
2022-05-01,2022,05,CHAMARTIN,danos_por_agua,5
2022-05-01,2022,05,CHAMARTIN,incidentes_diversos,24
2022-05-01,2022,05,CHAMARTIN,salidas_sin_intervencion,19
2022-05-01,2022,05,CHAMARTIN,servicios_varios,10
2022-05-01,2022,05,CHAMARTIN,total,96
2022-05-01,2022,05,TETUAN,fuegos,22
2022-05-01,2022,05,TETUAN,danos_en_construccion,13
2022-05-01,2022,05,TETUAN,salvamentos_y_rescates,23
2022-05-01,2022,05,TETUAN,danos_por_agua,7
2022-05-01,2022,05,TETUAN,incidentes_diversos,13
2022-05-01,2022,05,TETUAN,salidas_sin_intervencion,25
2022-05-01,2022,05,TETUAN,servicios_varios,5
