codigo_mun,mun,censo,part,partido,votos_partido,votos_pc
04001,Abla,1007,65.34,AA,12,1.84
04001,Abla,1007,65.34,Cs,17,2.6
04001,Abla,1007,65.34,xA,36,5.51
04001,Abla,1007,65.34,PP,254,38.9
04001,Abla,1007,65.34,PSOE,219,33.54
04001,Abla,1007,65.34,VOX,104,15.93
04001,Abla,1007,65.34,Otros,8,1.22
04002,Abrucena,1004,65.54,AA,6,0.92
04002,Abrucena,1004,65.54,Cs,22,3.36
04002,Abrucena,1004,65.54,xA,24,3.67
04002,Abrucena,1004,65.54,PP,244,37.31
04002,Abrucena,1004,65.54,PSOE,239,36.54
04002,Abrucena,1004,65.54,VOX,102,15.6
04002,Abrucena,1004,65.54,Otros,13,1.98
04003,Adra,17625,53.69,AA,113,1.2
04003,Adra,17625,53.69,Cs,160,1.7
04003,Adra,17625,53.69,xA,305,3.25
04003,Adra,17625,53.69,PP,4551,48.43
04003,Adra,17625,53.69,PSOE,1821,19.38
04003,Adra,17625,53.69,VOX,2271,24.16
04003,Adra,17625,53.69,Otros,103,1.1
04004,Albanchez,400,67.75,AA,3,1.11
04004,Albanchez,400,67.75,Cs,12,4.44
04004,Albanchez,400,67.75,xA,8,2.96
04004,Albanchez,400,67.75,PP,115,42.59
04004,Albanchez,400,67.75,PSOE,73,27.04
04004,Albanchez,400,67.75,VOX,56,20.74
04004,Albanchez,400,67.75,Otros,3,1.11
04005,Alboloduy,512,71.29,AA,0,0
04005,Alboloduy,512,71.29,Cs,4,1.1
04005,Alboloduy,512,71.29,xA,8,2.2
04005,Alboloduy,512,71.29,PP,201,55.22
04005,Alboloduy,512,71.29,PSOE,99,27.2
04005,Alboloduy,512,71.29,VOX,44,12.09
04005,Alboloduy,512,71.29,Otros,4,1.09
04006,Albox,7237,51.97,AA,52,1.4
04006,Albox,7237,51.97,Cs,85,2.28
04006,Albox,7237,51.97,xA,133,3.57
04006,Albox,7237,51.97,PP,2105,56.48
04006,Albox,7237,51.97,PSOE,751,20.15
04006,Albox,7237,51.97,VOX,525,14.09
04006,Albox,7237,51.97,Otros,48,1.29
04007,Alcolea,713,56.94,AA,2,0.5
04007,Alcolea,713,56.94,Cs,7,1.73
04007,Alcolea,713,56.94,xA,32,7.92
04007,Alcolea,713,56.94,PP,144,35.64
04007,Alcolea,713,56.94,PSOE,111,27.48
04007,Alcolea,713,56.94,VOX,101,25
04007,Alcolea,713,56.94,Otros,7,1.74
04008,Alcóntar,466,72.96,AA,5,1.49
04008,Alcóntar,466,72.96,Cs,7,2.08
04008,Alcóntar,466,72.96,xA,5,1.49
04008,Alcóntar,466,72.96,PP,209,62.2
04008,Alcóntar,466,72.96,PSOE,68,20.24
04008,Alcóntar,466,72.96,VOX,37,11.01
04008,Alcóntar,466,72.96,Otros,1,0.3
04009,Alcudia de Monteagud,122,74.59,AA,3,3.33
04009,Alcudia de Monteagud,122,74.59,Cs,0,0
04009,Alcudia de Monteagud,122,74.59,xA,4,4.44
04009,Alcudia de Monteagud,122,74.59,PP,49,54.44
04009,Alcudia de Monteagud,122,74.59,PSOE,16,17.78
04009,Alcudia de Monteagud,122,74.59,VOX,17,18.89
04009,Alcudia de Monteagud,122,74.59,Otros,0,0
04010,Alhabia,574,64.46,AA,7,1.9
04010,Alhabia,574,64.46,Cs,6,1.63
04010,Alhabia,574,64.46,xA,8,2.17
04010,Alhabia,574,64.46,PP,141,38.32
04010,Alhabia,574,64.46,PSOE,164,44.57
04010,Alhabia,574,64.46,VOX,28,7.61
04010,Alhabia,574,64.46,Otros,7,1.9
04011,Alhama de Almería,2772,62.63,AA,25,1.46
04011,Alhama de Almería,2772,62.63,Cs,42,2.46
04011,Alhama de Almería,2772,62.63,xA,107,6.27
04011,Alhama de Almería,2772,62.63,PP,630,36.91
04011,Alhama de Almería,2772,62.63,PSOE,613,35.91
04011,Alhama de Almería,2772,62.63,VOX,254,14.88
04011,Alhama de Almería,2772,62.63,Otros,25,1.48
04012,Alicún,190,75.26,AA,0,0
04012,Alicún,190,75.26,Cs,4,2.82
04012,Alicún,190,75.26,xA,2,1.41
04012,Alicún,190,75.26,PP,64,45.07
04012,Alicún,190,75.26,PSOE,54,38.03
04012,Alicún,190,75.26,VOX,12,8.45
04012,Alicún,190,75.26,Otros,4,2.8099999999999996
04013,Almería,144283,55.09,AA,1884,2.43
04013,Almería,144283,55.09,Cs,2453,3.17
04013,Almería,144283,55.09,xA,5108,6.6
04013,Almería,144283,55.09,PP,34624,44.72
04013,Almería,144283,55.09,PSOE,16768,21.66
04013,Almería,144283,55.09,VOX,14527,18.76
04013,Almería,144283,55.09,Otros,1377,1.77
04014,Almócita,176,71.59,AA,1,0.81
04014,Almócita,176,71.59,Cs,0,0
04014,Almócita,176,71.59,xA,11,8.94
04014,Almócita,176,71.59,PP,31,25.2
04014,Almócita,176,71.59,PSOE,65,52.85
04014,Almócita,176,71.59,VOX,11,8.94
04014,Almócita,176,71.59,Otros,3,2.43
04015,Alsodux,115,70.43,AA,0,0
04015,Alsodux,115,70.43,Cs,0,0
04015,Alsodux,115,70.43,xA,6,7.41
04015,Alsodux,115,70.43,PP,20,24.69
04015,Alsodux,115,70.43,PSOE,41,50.62
04015,Alsodux,115,70.43,VOX,8,9.88
04015,Alsodux,115,70.43,Otros,4,4.94
04016,Antas,2192,61.82,AA,24,1.78
04016,Antas,2192,61.82,Cs,79,5.86
04016,Antas,2192,61.82,xA,49,3.64
04016,Antas,2192,61.82,PP,581,43.13
04016,Antas,2192,61.82,PSOE,292,21.68
04016,Antas,2192,61.82,VOX,292,21.68
04016,Antas,2192,61.82,Otros,19,1.41
04017,Arboleas,1265,57.55,AA,1,0.14
04017,Arboleas,1265,57.55,Cs,19,2.66
04017,Arboleas,1265,57.55,xA,22,3.09
04017,Arboleas,1265,57.55,PP,344,48.25
04017,Arboleas,1265,57.55,PSOE,178,24.96
04017,Arboleas,1265,57.55,VOX,139,19.5
04017,Arboleas,1265,57.55,Otros,2,0.28
04018,Armuña de Almanzora,260,72.31,AA,5,2.69
04018,Armuña de Almanzora,260,72.31,Cs,2,1.08
04018,Armuña de Almanzora,260,72.31,xA,6,3.23
04018,Armuña de Almanzora,260,72.31,PP,72,38.71
04018,Armuña de Almanzora,260,72.31,PSOE,80,43.01
04018,Armuña de Almanzora,260,72.31,VOX,21,11.29
04018,Armuña de Almanzora,260,72.31,Otros,0,0
04019,Bacares,228,74.56,AA,2,1.18
04019,Bacares,228,74.56,Cs,2,1.18
04019,Bacares,228,74.56,xA,3,1.78
04019,Bacares,228,74.56,PP,53,31.36
04019,Bacares,228,74.56,PSOE,97,57.4
04019,Bacares,228,74.56,VOX,11,6.51
04019,Bacares,228,74.56,Otros,1,0.59
04020,Bayárcal,258,62.02,AA,0,0
04020,Bayárcal,258,62.02,Cs,1,0.63
04020,Bayárcal,258,62.02,xA,0,0
04020,Bayárcal,258,62.02,PP,101,63.92
04020,Bayárcal,258,62.02,PSOE,32,20.25
04020,Bayárcal,258,62.02,VOX,23,14.56
04020,Bayárcal,258,62.02,Otros,1,0.63
04021,Bayarque,185,68.11,AA,1,0.79
04021,Bayarque,185,68.11,Cs,4,3.17
04021,Bayarque,185,68.11,xA,5,3.97
04021,Bayarque,185,68.11,PP,68,53.97
04021,Bayarque,185,68.11,PSOE,37,29.37
04021,Bayarque,185,68.11,VOX,9,7.14
04021,Bayarque,185,68.11,Otros,2,1.58
04022,Bédar,377,55.97,AA,8,3.81
04022,Bédar,377,55.97,Cs,5,2.38
04022,Bédar,377,55.97,xA,12,5.71
04022,Bédar,377,55.97,PP,67,31.9
04022,Bédar,377,55.97,PSOE,67,31.9
04022,Bédar,377,55.97,VOX,45,21.43
04022,Bédar,377,55.97,Otros,2,0.96
04023,Beires,140,60.71,AA,0,0
04023,Beires,140,60.71,Cs,0,0
04023,Beires,140,60.71,xA,2,2.38
04023,Beires,140,60.71,PP,50,59.52
04023,Beires,140,60.71,PSOE,21,25
04023,Beires,140,60.71,VOX,8,9.52
04023,Beires,140,60.71,Otros,2,2.38
04024,Benahadux,3332,59.69,AA,15,0.77
04024,Benahadux,3332,59.69,Cs,39,1.99
04024,Benahadux,3332,59.69,xA,116,5.92
04024,Benahadux,3332,59.69,PP,778,39.69
04024,Benahadux,3332,59.69,PSOE,447,22.81
04024,Benahadux,3332,59.69,VOX,512,26.12
04024,Benahadux,3332,59.69,Otros,33,1.6700000000000002
04026,Benitagla,50,82,AA,0,0
04026,Benitagla,50,82,Cs,5,12.5
04026,Benitagla,50,82,xA,1,2.5
04026,Benitagla,50,82,PP,20,50
04026,Benitagla,50,82,PSOE,6,15
04026,Benitagla,50,82,VOX,8,20
04026,Benitagla,50,82,Otros,0,0
04027,Benizalón,209,52.63,AA,2,1.82
04027,Benizalón,209,52.63,Cs,5,4.55
04027,Benizalón,209,52.63,xA,3,2.73
04027,Benizalón,209,52.63,PP,51,46.36
04027,Benizalón,209,52.63,PSOE,22,20
04027,Benizalón,209,52.63,VOX,23,20.91
04027,Benizalón,209,52.63,Otros,4,3.64
04028,Bentarique,208,81.73,AA,2,1.23
04028,Bentarique,208,81.73,Cs,1,0.62
04028,Bentarique,208,81.73,xA,8,4.94
04028,Bentarique,208,81.73,PP,49,30.25
04028,Bentarique,208,81.73,PSOE,89,54.94
04028,Bentarique,208,81.73,VOX,10,6.17
04028,Bentarique,208,81.73,Otros,1,0.62
04029,Berja,8829,53.44,AA,46,0.98
04029,Berja,8829,53.44,Cs,53,1.13
04029,Berja,8829,53.44,xA,173,3.7
04029,Berja,8829,53.44,PP,2135,45.68
04029,Berja,8829,53.44,PSOE,1236,26.44
04029,Berja,8829,53.44,VOX,947,20.26
04029,Berja,8829,53.44,Otros,47,1.01
04030,Canjáyar,1023,55.43,AA,7,1.26
04030,Canjáyar,1023,55.43,Cs,9,1.62
04030,Canjáyar,1023,55.43,xA,13,2.34
04030,Canjáyar,1023,55.43,PP,246,44.24
04030,Canjáyar,1023,55.43,PSOE,195,35.07
04030,Canjáyar,1023,55.43,VOX,74,13.31
04030,Canjáyar,1023,55.43,Otros,10,1.8
04031,Cantoria,2199,68.08,AA,11,0.74
04031,Cantoria,2199,68.08,Cs,23,1.54
04031,Cantoria,2199,68.08,xA,45,3.02
04031,Cantoria,2199,68.08,PP,532,35.66
04031,Cantoria,2199,68.08,PSOE,698,46.78
04031,Cantoria,2199,68.08,VOX,158,10.59
04031,Cantoria,2199,68.08,Otros,18,1.21
04032,Carboneras,5835,53.18,AA,33,1.07
04032,Carboneras,5835,53.18,Cs,95,3.09
04032,Carboneras,5835,53.18,xA,151,4.91
04032,Carboneras,5835,53.18,PP,1300,42.25
04032,Carboneras,5835,53.18,PSOE,862,28.01
04032,Carboneras,5835,53.18,VOX,586,19.04
04032,Carboneras,5835,53.18,Otros,30,0.97
04033,Castro de Filabres,116,60.34,AA,2,2.86
04033,Castro de Filabres,116,60.34,Cs,1,1.43
04033,Castro de Filabres,116,60.34,xA,2,2.86
04033,Castro de Filabres,116,60.34,PP,20,28.57
04033,Castro de Filabres,116,60.34,PSOE,37,52.86
04033,Castro de Filabres,116,60.34,VOX,8,11.43
04033,Castro de Filabres,116,60.34,Otros,0,0
04034,Cóbdar,149,61.74,AA,1,1.09
04034,Cóbdar,149,61.74,Cs,3,3.26
04034,Cóbdar,149,61.74,xA,4,4.35
04034,Cóbdar,149,61.74,PP,58,63.04
04034,Cóbdar,149,61.74,PSOE,15,16.3
04034,Cóbdar,149,61.74,VOX,8,8.7
04034,Cóbdar,149,61.74,Otros,0,0
04035,Cuevas del Almanzora,8575,59.5,AA,56,1.1
04035,Cuevas del Almanzora,8575,59.5,Cs,59,1.16
04035,Cuevas del Almanzora,8575,59.5,xA,166,3.27
04035,Cuevas del Almanzora,8575,59.5,PP,2212,43.54
04035,Cuevas del Almanzora,8575,59.5,PSOE,1607,31.63
04035,Cuevas del Almanzora,8575,59.5,VOX,910,17.91
04035,Cuevas del Almanzora,8575,59.5,Otros,30,0.6
04036,Chercos,250,68,AA,2,1.2
04036,Chercos,250,68,Cs,2,1.2
04036,Chercos,250,68,xA,5,3.01
04036,Chercos,250,68,PP,84,50.6
04036,Chercos,250,68,PSOE,49,29.52
04036,Chercos,250,68,VOX,21,12.65
04036,Chercos,250,68,Otros,2,1.2
04037,Chirivel,1206,64.01,AA,15,1.97
04037,Chirivel,1206,64.01,Cs,29,3.82
04037,Chirivel,1206,64.01,xA,36,4.74
04037,Chirivel,1206,64.01,PP,315,41.45
04037,Chirivel,1206,64.01,PSOE,247,32.5
04037,Chirivel,1206,64.01,VOX,103,13.55
04037,Chirivel,1206,64.01,Otros,6,0.78
04038,Dalías,3129,57.46,AA,33,1.86
04038,Dalías,3129,57.46,Cs,26,1.46
04038,Dalías,3129,57.46,xA,133,7.48
04038,Dalías,3129,57.46,PP,782,43.98
04038,Dalías,3129,57.46,PSOE,467,26.27
04038,Dalías,3129,57.46,VOX,303,17.04
04038,Dalías,3129,57.46,Otros,19,1.07
04041,Enix,406,61.33,AA,7,2.83
04041,Enix,406,61.33,Cs,5,2.02
04041,Enix,406,61.33,xA,12,4.86
04041,Enix,406,61.33,PP,121,48.99
04041,Enix,406,61.33,PSOE,48,19.43
04041,Enix,406,61.33,VOX,51,20.65
04041,Enix,406,61.33,Otros,2,0.81
04043,Felix,552,72.1,AA,8,2.03
04043,Felix,552,72.1,Cs,5,1.27
04043,Felix,552,72.1,xA,15,3.81
04043,Felix,552,72.1,PP,167,42.39
04043,Felix,552,72.1,PSOE,111,28.17
04043,Felix,552,72.1,VOX,86,21.83
04043,Felix,552,72.1,Otros,2,0.5
04044,Fines,1532,59.27,AA,16,1.78
04044,Fines,1532,59.27,Cs,25,2.78
04044,Fines,1532,59.27,xA,24,2.67
04044,Fines,1532,59.27,PP,465,51.72
04044,Fines,1532,59.27,PSOE,230,25.58
04044,Fines,1532,59.27,VOX,122,13.57
04044,Fines,1532,59.27,Otros,13,1.44
04045,Fiñana,1652,68.77,AA,17,1.51
04045,Fiñana,1652,68.77,Cs,25,2.23
04045,Fiñana,1652,68.77,xA,41,3.65
04045,Fiñana,1652,68.77,PP,305,27.16
04045,Fiñana,1652,68.77,PSOE,467,41.59
04045,Fiñana,1652,68.77,VOX,245,21.82
04045,Fiñana,1652,68.77,Otros,20,1.79
04046,Fondón,896,65.4,AA,12,2.06
04046,Fondón,896,65.4,Cs,8,1.37
04046,Fondón,896,65.4,xA,15,2.57
04046,Fondón,896,65.4,PP,234,40.14
04046,Fondón,896,65.4,PSOE,199,34.13
04046,Fondón,896,65.4,VOX,94,16.12
04046,Fondón,896,65.4,Otros,16,2.74
04047,Gádor,2216,67.6,AA,15,1.03
04047,Gádor,2216,67.6,Cs,22,1.51
04047,Gádor,2216,67.6,xA,45,3.09
04047,Gádor,2216,67.6,PP,710,48.73
04047,Gádor,2216,67.6,PSOE,415,28.48
04047,Gádor,2216,67.6,VOX,212,14.55
04047,Gádor,2216,67.6,Otros,23,1.6
04048,Los Gallardos,1507,56.47,AA,17,2.02
04048,Los Gallardos,1507,56.47,Cs,93,11.03
04048,Los Gallardos,1507,56.47,xA,33,3.91
04048,Los Gallardos,1507,56.47,PP,316,37.49
04048,Los Gallardos,1507,56.47,PSOE,185,21.95
04048,Los Gallardos,1507,56.47,VOX,188,22.3
04048,Los Gallardos,1507,56.47,Otros,2,0.24
04049,Garrucha,5859,54.36,AA,53,1.67
04049,Garrucha,5859,54.36,Cs,38,1.2
04049,Garrucha,5859,54.36,xA,148,4.68
04049,Garrucha,5859,54.36,PP,1468,46.38
04049,Garrucha,5859,54.36,PSOE,816,25.78
04049,Garrucha,5859,54.36,VOX,569,17.98
04049,Garrucha,5859,54.36,Otros,55,1.72
04050,Gérgal,714,51.82,AA,4,1.09
04050,Gérgal,714,51.82,Cs,16,4.35
04050,Gérgal,714,51.82,xA,14,3.8
04050,Gérgal,714,51.82,PP,129,35.05
04050,Gérgal,714,51.82,PSOE,120,32.61
04050,Gérgal,714,51.82,VOX,79,21.47
04050,Gérgal,714,51.82,Otros,5,1.36
04051,Huécija,421,76.48,AA,3,0.94
04051,Huécija,421,76.48,Cs,6,1.88
04051,Huécija,421,76.48,xA,3,0.94
04051,Huécija,421,76.48,PP,166,51.88
04051,Huécija,421,76.48,PSOE,103,32.19
04051,Huécija,421,76.48,VOX,31,9.69
04051,Huécija,421,76.48,Otros,3,0.94
04052,Huércal de Almería,13458,54.24,AA,170,2.35
04052,Huércal de Almería,13458,54.24,Cs,213,2.95
04052,Huércal de Almería,13458,54.24,xA,567,7.84
04052,Huércal de Almería,13458,54.24,PP,3030,41.91
04052,Huércal de Almería,13458,54.24,PSOE,1284,17.76
04052,Huércal de Almería,13458,54.24,VOX,1768,24.46
04052,Huércal de Almería,13458,54.24,Otros,122,1.68
04053,Huércal-Overa,12759,59.86,AA,73,1.17
04053,Huércal-Overa,12759,59.86,Cs,98,1.56
04053,Huércal-Overa,12759,59.86,xA,143,2.28
04053,Huércal-Overa,12759,59.86,PP,3379,53.94
04053,Huércal-Overa,12759,59.86,PSOE,1321,21.09
04053,Huércal-Overa,12759,59.86,VOX,966,15.42
04053,Huércal-Overa,12759,59.86,Otros,232,3.69
04054,Íllar,377,67.37,AA,3,1.18
04054,Íllar,377,67.37,Cs,6,2.36
04054,Íllar,377,67.37,xA,9,3.54
04054,Íllar,377,67.37,PP,130,51.18
04054,Íllar,377,67.37,PSOE,66,25.98
04054,Íllar,377,67.37,VOX,36,14.17
04054,Íllar,377,67.37,Otros,2,0.78
04055,Instinción,375,73.07,AA,2,0.74
04055,Instinción,375,73.07,Cs,3,1.11
04055,Instinción,375,73.07,xA,8,2.95
04055,Instinción,375,73.07,PP,104,38.38
04055,Instinción,375,73.07,PSOE,126,46.49
04055,Instinción,375,73.07,VOX,25,9.23
04055,Instinción,375,73.07,Otros,1,0.37
04056,Laroya,158,62.03,AA,0,0
04056,Laroya,158,62.03,Cs,1,1.04
04056,Laroya,158,62.03,xA,6,6.25
04056,Laroya,158,62.03,PP,63,65.63
04056,Laroya,158,62.03,PSOE,12,12.5
04056,Laroya,158,62.03,VOX,9,9.38
04056,Laroya,158,62.03,Otros,3,3.12
04057,Láujar de Andarax,1282,63.65,AA,7,0.87
04057,Láujar de Andarax,1282,63.65,Cs,11,1.36
04057,Láujar de Andarax,1282,63.65,xA,33,4.08
04057,Láujar de Andarax,1282,63.65,PP,448,55.45
04057,Láujar de Andarax,1282,63.65,PSOE,192,23.76
04057,Láujar de Andarax,1282,63.65,VOX,109,13.49
04057,Láujar de Andarax,1282,63.65,Otros,3,0.37
04058,Líjar,325,61.23,AA,5,2.51
04058,Líjar,325,61.23,Cs,4,2.01
04058,Líjar,325,61.23,xA,18,9.05
04058,Líjar,325,61.23,PP,73,36.68
04058,Líjar,325,61.23,PSOE,68,34.17
04058,Líjar,325,61.23,VOX,23,11.56
04058,Líjar,325,61.23,Otros,8,4.02
04059,Lubrín,948,61.39,AA,2,0.35
04059,Lubrín,948,61.39,Cs,6,1.05
04059,Lubrín,948,61.39,xA,6,1.05
04059,Lubrín,948,61.39,PP,214,37.48
04059,Lubrín,948,61.39,PSOE,271,47.46
04059,Lubrín,948,61.39,VOX,66,11.56
04059,Lubrín,948,61.39,Otros,5,0.8999999999999999
04060,Lucainena de las Torres,425,62.82,AA,9,3.4
04060,Lucainena de las Torres,425,62.82,Cs,3,1.13
04060,Lucainena de las Torres,425,62.82,xA,2,0.75
04060,Lucainena de las Torres,425,62.82,PP,157,59.25
04060,Lucainena de las Torres,425,62.82,PSOE,51,19.25
04060,Lucainena de las Torres,425,62.82,VOX,38,14.34
04060,Lucainena de las Torres,425,62.82,Otros,3,1.14
04061,Lúcar,634,70.5,AA,15,3.37
04061,Lúcar,634,70.5,Cs,24,5.39
04061,Lúcar,634,70.5,xA,12,2.7
04061,Lúcar,634,70.5,PP,156,35.06
04061,Lúcar,634,70.5,PSOE,160,35.96
04061,Lúcar,634,70.5,VOX,61,13.71
04061,Lúcar,634,70.5,Otros,10,2.24
04062,Macael,4379,63.58,AA,32,1.16
04062,Macael,4379,63.58,Cs,37,1.34
04062,Macael,4379,63.58,xA,97,3.52
04062,Macael,4379,63.58,PP,1397,50.74
04062,Macael,4379,63.58,PSOE,846,30.73
04062,Macael,4379,63.58,VOX,309,11.22
04062,Macael,4379,63.58,Otros,25,0.92
04063,María,1031,62.17,AA,7,1.1
04063,María,1031,62.17,Cs,8,1.26
04063,María,1031,62.17,xA,11,1.73
04063,María,1031,62.17,PP,343,54.02
04063,María,1031,62.17,PSOE,149,23.46
04063,María,1031,62.17,VOX,110,17.32
04063,María,1031,62.17,Otros,5,0.78
04064,Mojácar,3090,59.9,AA,37,2.01
04064,Mojácar,3090,59.9,Cs,39,2.12
04064,Mojácar,3090,59.9,xA,92,5
04064,Mojácar,3090,59.9,PP,1010,54.89
04064,Mojácar,3090,59.9,PSOE,362,19.67
04064,Mojácar,3090,59.9,VOX,276,15
04064,Mojácar,3090,59.9,Otros,17,0.9
04065,Nacimiento,344,71.51,AA,1,0.41
04065,Nacimiento,344,71.51,Cs,1,0.41
04065,Nacimiento,344,71.51,xA,6,2.46
04065,Nacimiento,344,71.51,PP,71,29.1
04065,Nacimiento,344,71.51,PSOE,118,48.36
04065,Nacimiento,344,71.51,VOX,43,17.62
04065,Nacimiento,344,71.51,Otros,2,0.82
04066,Níjar,13494,53,AA,93,1.31
04066,Níjar,13494,53,Cs,106,1.49
04066,Níjar,13494,53,xA,298,4.19
04066,Níjar,13494,53,PP,2882,40.49
04066,Níjar,13494,53,PSOE,1532,21.53
04066,Níjar,13494,53,VOX,2057,28.9
04066,Níjar,13494,53,Otros,79,1.11
04067,Ohanes,505,55.64,AA,3,1.09
04067,Ohanes,505,55.64,Cs,6,2.18
04067,Ohanes,505,55.64,xA,13,4.73
04067,Ohanes,505,55.64,PP,105,38.18
04067,Ohanes,505,55.64,PSOE,121,44
04067,Ohanes,505,55.64,VOX,25,9.09
04067,Ohanes,505,55.64,Otros,1,0.36
04068,Olula de Castro,168,69.64,AA,2,1.71
04068,Olula de Castro,168,69.64,Cs,0,0
04068,Olula de Castro,168,69.64,xA,3,2.56
04068,Olula de Castro,168,69.64,PP,44,37.61
04068,Olula de Castro,168,69.64,PSOE,51,43.59
04068,Olula de Castro,168,69.64,VOX,17,14.53
04068,Olula de Castro,168,69.64,Otros,0,0
04069,Olula del Río,4781,60.97,AA,49,1.7
04069,Olula del Río,4781,60.97,Cs,66,2.29
04069,Olula del Río,4781,60.97,xA,127,4.41
04069,Olula del Río,4781,60.97,PP,1392,48.37
04069,Olula del Río,4781,60.97,PSOE,750,26.06
04069,Olula del Río,4781,60.97,VOX,428,14.87
04069,Olula del Río,4781,60.97,Otros,37,1.28
04070,Oria,1494,62.32,AA,5,0.54
04070,Oria,1494,62.32,Cs,25,2.71
04070,Oria,1494,62.32,xA,34,3.69
04070,Oria,1494,62.32,PP,484,52.49
04070,Oria,1494,62.32,PSOE,206,22.34
04070,Oria,1494,62.32,VOX,157,17.03
04070,Oria,1494,62.32,Otros,4,0.44
04071,Padules,364,73.9,AA,6,2.25
04071,Padules,364,73.9,Cs,3,1.12
04071,Padules,364,73.9,xA,9,3.37
04071,Padules,364,73.9,PP,75,28.09
04071,Padules,364,73.9,PSOE,143,53.56
04071,Padules,364,73.9,VOX,30,11.24
04071,Padules,364,73.9,Otros,1,0.37
04072,Partaloa,284,69.37,AA,1,0.52
04072,Partaloa,284,69.37,Cs,7,3.61
04072,Partaloa,284,69.37,xA,7,3.61
04072,Partaloa,284,69.37,PP,107,55.15
04072,Partaloa,284,69.37,PSOE,40,20.62
04072,Partaloa,284,69.37,VOX,29,14.95
04072,Partaloa,284,69.37,Otros,2,1.04
04073,Paterna del Río,346,64.45,AA,1,0.45
04073,Paterna del Río,346,64.45,Cs,2,0.9
04073,Paterna del Río,346,64.45,xA,3,1.36
04073,Paterna del Río,346,64.45,PP,92,41.63
04073,Paterna del Río,346,64.45,PSOE,63,28.51
04073,Paterna del Río,346,64.45,VOX,55,24.89
04073,Paterna del Río,346,64.45,Otros,4,1.8
04074,Pechina,2976,51.24,AA,28,1.86
04074,Pechina,2976,51.24,Cs,27,1.79
04074,Pechina,2976,51.24,xA,97,6.45
04074,Pechina,2976,51.24,PP,543,36.08
04074,Pechina,2976,51.24,PSOE,409,27.18
04074,Pechina,2976,51.24,VOX,338,22.46
04074,Pechina,2976,51.24,Otros,44,2.93
04075,Pulpí,5875,54.23,AA,31,0.98
04075,Pulpí,5875,54.23,Cs,59,1.87
04075,Pulpí,5875,54.23,xA,79,2.51
04075,Pulpí,5875,54.23,PP,1622,51.48
04075,Pulpí,5875,54.23,PSOE,849,26.94
04075,Pulpí,5875,54.23,VOX,444,14.09
04075,Pulpí,5875,54.23,Otros,37,1.17
04076,Purchena,1176,62.67,AA,9,1.24
04076,Purchena,1176,62.67,Cs,12,1.66
04076,Purchena,1176,62.67,xA,35,4.84
04076,Purchena,1176,62.67,PP,277,38.31
04076,Purchena,1176,62.67,PSOE,283,39.14
04076,Purchena,1176,62.67,VOX,84,11.62
04076,Purchena,1176,62.67,Otros,15,2.08
04077,Rágol,269,86.99,AA,0,0
04077,Rágol,269,86.99,Cs,2,0.88
04077,Rágol,269,86.99,xA,3,1.32
04077,Rágol,269,86.99,PP,148,65.2
04077,Rágol,269,86.99,PSOE,57,25.11
04077,Rágol,269,86.99,VOX,15,6.61
04077,Rágol,269,86.99,Otros,0,0
04078,Rioja,1156,53.46,AA,7,1.14
04078,Rioja,1156,53.46,Cs,8,1.31
04078,Rioja,1156,53.46,xA,109,17.81
04078,Rioja,1156,53.46,PP,165,26.96
04078,Rioja,1156,53.46,PSOE,156,25.49
04078,Rioja,1156,53.46,VOX,148,24.18
04078,Rioja,1156,53.46,Otros,13,2.12
04079,Roquetas de Mar,57588,54.25,AA,618,1.99
04079,Roquetas de Mar,57588,54.25,Cs,841,2.71
04079,Roquetas de Mar,57588,54.25,xA,1725,5.55
04079,Roquetas de Mar,57588,54.25,PP,14397,46.34
04079,Roquetas de Mar,57588,54.25,PSOE,5179,16.67
04079,Roquetas de Mar,57588,54.25,VOX,7312,23.53
04079,Roquetas de Mar,57588,54.25,Otros,737,2.36
04080,Santa Cruz de Marchena,193,59.59,AA,2,1.74
04080,Santa Cruz de Marchena,193,59.59,Cs,1,0.87
04080,Santa Cruz de Marchena,193,59.59,xA,5,4.35
04080,Santa Cruz de Marchena,193,59.59,PP,51,44.35
04080,Santa Cruz de Marchena,193,59.59,PSOE,28,24.35
04080,Santa Cruz de Marchena,193,59.59,VOX,26,22.61
04080,Santa Cruz de Marchena,193,59.59,Otros,2,1.74
04081,Santa Fe de Mondújar,360,65.56,AA,1,0.42
04081,Santa Fe de Mondújar,360,65.56,Cs,5,2.12
04081,Santa Fe de Mondújar,360,65.56,xA,7,2.97
04081,Santa Fe de Mondújar,360,65.56,PP,58,24.58
04081,Santa Fe de Mondújar,360,65.56,PSOE,123,52.12
04081,Santa Fe de Mondújar,360,65.56,VOX,41,17.37
04081,Santa Fe de Mondújar,360,65.56,Otros,0,0
04082,Senés,266,59.77,AA,0,0
04082,Senés,266,59.77,Cs,2,1.26
04082,Senés,266,59.77,xA,8,5.03
04082,Senés,266,59.77,PP,76,47.8
04082,Senés,266,59.77,PSOE,52,32.7
04082,Senés,266,59.77,VOX,20,12.58
04082,Senés,266,59.77,Otros,1,0.63
04083,Serón,1723,70.92,AA,21,1.75
04083,Serón,1723,70.92,Cs,15,1.25
04083,Serón,1723,70.92,xA,43,3.58
04083,Serón,1723,70.92,PP,488,40.6
04083,Serón,1723,70.92,PSOE,503,41.85
04083,Serón,1723,70.92,VOX,115,9.57
