codigo_mun,mun,censo,part,partido,votos_partido,votos_pc
14033,Guadalcázar,1233,62.85,VOX,64,8.4
14033,Guadalcázar,1233,62.85,Otros,21,2.74
14034,El Guijo,294,64.97,AA,3,1.61
14034,El Guijo,294,64.97,Cs,5,2.69
14034,El Guijo,294,64.97,xA,10,5.38
14034,El Guijo,294,64.97,PP,96,51.61
14034,El Guijo,294,64.97,PSOE,55,29.57
14034,El Guijo,294,64.97,VOX,14,7.53
14034,El Guijo,294,64.97,Otros,2,1.08
14035,Hinojosa del Duque,5687,62.23,AA,43,1.23
14035,Hinojosa del Duque,5687,62.23,Cs,43,1.23
14035,Hinojosa del Duque,5687,62.23,xA,160,4.59
14035,Hinojosa del Duque,5687,62.23,PP,1830,52.45
14035,Hinojosa del Duque,5687,62.23,PSOE,875,25.08
14035,Hinojosa del Duque,5687,62.23,VOX,480,13.76
14035,Hinojosa del Duque,5687,62.23,Otros,24,0.68
14036,Hornachuelos,3674,60.13,AA,103,4.81
14036,Hornachuelos,3674,60.13,Cs,48,2.24
14036,Hornachuelos,3674,60.13,xA,166,7.75
14036,Hornachuelos,3674,60.13,PP,820,38.26
14036,Hornachuelos,3674,60.13,PSOE,695,32.43
14036,Hornachuelos,3674,60.13,VOX,238,11.11
14036,Hornachuelos,3674,60.13,Otros,29,1.35
14037,Iznájar,3066,63.24,AA,48,2.53
14037,Iznájar,3066,63.24,Cs,41,2.16
14037,Iznájar,3066,63.24,xA,74,3.91
14037,Iznájar,3066,63.24,PP,831,43.88
14037,Iznájar,3066,63.24,PSOE,636,33.58
14037,Iznájar,3066,63.24,VOX,237,12.51
14037,Iznájar,3066,63.24,Otros,12,0.63
14038,Lucena,33053,62.54,AA,566,2.77
14038,Lucena,33053,62.54,Cs,989,4.83
14038,Lucena,33053,62.54,xA,943,4.61
14038,Lucena,33053,62.54,PP,10135,49.53
14038,Lucena,33053,62.54,PSOE,3553,17.36
14038,Lucena,33053,62.54,VOX,3747,18.31
14038,Lucena,33053,62.54,Otros,326,1.6
14039,Luque,2525,66.06,AA,52,3.18
14039,Luque,2525,66.06,Cs,30,1.84
14039,Luque,2525,66.06,xA,89,5.45
14039,Luque,2525,66.06,PP,741,45.38
14039,Luque,2525,66.06,PSOE,532,32.58
14039,Luque,2525,66.06,VOX,142,8.7
14039,Luque,2525,66.06,Otros,35,2.13
14040,Montalbán de Córdoba,3726,70.64,AA,79,3.05
14040,Montalbán de Córdoba,3726,70.64,Cs,47,1.81
14040,Montalbán de Córdoba,3726,70.64,xA,1001,38.59
14040,Montalbán de Córdoba,3726,70.64,PP,800,30.84
14040,Montalbán de Córdoba,3726,70.64,PSOE,435,16.77
14040,Montalbán de Córdoba,3726,70.64,VOX,159,6.13
14040,Montalbán de Córdoba,3726,70.64,Otros,40,1.56
14041,Montemayor,3147,58.6,AA,50,3.62
14041,Montemayor,3147,58.6,Cs,29,2.1
14041,Montemayor,3147,58.6,xA,408,29.57
14041,Montemayor,3147,58.6,PP,394,28.55
14041,Montemayor,3147,58.6,PSOE,315,22.83
14041,Montemayor,3147,58.6,VOX,125,9.06
14041,Montemayor,3147,58.6,Otros,36,2.6
14042,Montilla,18554,65.17,AA,473,3.96
14042,Montilla,18554,65.17,Cs,526,4.4
14042,Montilla,18554,65.17,xA,1595,13.36
14042,Montilla,18554,65.17,PP,4799,40.19
14042,Montilla,18554,65.17,PSOE,3191,26.72
14042,Montilla,18554,65.17,VOX,965,8.08
14042,Montilla,18554,65.17,Otros,221,1.85
14043,Montoro,7359,64.81,AA,110,2.35
14043,Montoro,7359,64.81,Cs,132,2.82
14043,Montoro,7359,64.81,xA,328,7.01
14043,Montoro,7359,64.81,PP,1923,41.09
14043,Montoro,7359,64.81,PSOE,1512,32.31
14043,Montoro,7359,64.81,VOX,536,11.45
14043,Montoro,7359,64.81,Otros,44,0.94
14044,Monturque,1605,66.85,AA,21,1.98
14044,Monturque,1605,66.85,Cs,43,4.05
14044,Monturque,1605,66.85,xA,37,3.48
14044,Monturque,1605,66.85,PP,476,44.82
14044,Monturque,1605,66.85,PSOE,339,31.92
14044,Monturque,1605,66.85,VOX,114,10.73
14044,Monturque,1605,66.85,Otros,19,1.79
14045,Moriles,3000,69.77,AA,42,2.06
14045,Moriles,3000,69.77,Cs,44,2.15
14045,Moriles,3000,69.77,xA,54,2.64
14045,Moriles,3000,69.77,PP,900,44.07
14045,Moriles,3000,69.77,PSOE,793,38.83
14045,Moriles,3000,69.77,VOX,176,8.62
14045,Moriles,3000,69.77,Otros,15,0.74
14046,Nueva Carteya,4454,56.29,AA,79,3.28
14046,Nueva Carteya,4454,56.29,Cs,21,0.87
14046,Nueva Carteya,4454,56.29,xA,766,31.84
14046,Nueva Carteya,4454,56.29,PP,615,25.56
14046,Nueva Carteya,4454,56.29,PSOE,668,27.76
14046,Nueva Carteya,4454,56.29,VOX,189,7.86
14046,Nueva Carteya,4454,56.29,Otros,40,1.65
14047,Obejo,1695,63.78,AA,32,3.02
14047,Obejo,1695,63.78,Cs,40,3.77
14047,Obejo,1695,63.78,xA,64,6.04
14047,Obejo,1695,63.78,PP,404,38.11
14047,Obejo,1695,63.78,PSOE,307,28.96
14047,Obejo,1695,63.78,VOX,184,17.36
14047,Obejo,1695,63.78,Otros,17,1.6
14048,Palenciana,1174,65.5,AA,23,3.04
14048,Palenciana,1174,65.5,Cs,13,1.72
14048,Palenciana,1174,65.5,xA,39,5.16
14048,Palenciana,1174,65.5,PP,297,39.29
14048,Palenciana,1174,65.5,PSOE,299,39.55
14048,Palenciana,1174,65.5,VOX,67,8.86
14048,Palenciana,1174,65.5,Otros,13,1.71
14049,Palma del Río,16221,61.71,AA,512,5.19
14049,Palma del Río,16221,61.71,Cs,224,2.27
14049,Palma del Río,16221,61.71,xA,898,9.1
14049,Palma del Río,16221,61.71,PP,4231,42.87
14049,Palma del Río,16221,61.71,PSOE,2789,28.26
14049,Palma del Río,16221,61.71,VOX,907,9.19
14049,Palma del Río,16221,61.71,Otros,187,1.88
14050,Pedro Abad,2356,67.83,AA,34,2.15
14050,Pedro Abad,2356,67.83,Cs,21,1.33
14050,Pedro Abad,2356,67.83,xA,256,16.22
14050,Pedro Abad,2356,67.83,PP,659,41.76
14050,Pedro Abad,2356,67.83,PSOE,414,26.24
14050,Pedro Abad,2356,67.83,VOX,160,10.14
14050,Pedro Abad,2356,67.83,Otros,27,1.7000000000000002
14051,Pedroche,1312,67.53,AA,5,0.58
14051,Pedroche,1312,67.53,Cs,11,1.27
14051,Pedroche,1312,67.53,xA,13,1.5
14051,Pedroche,1312,67.53,PP,412,47.63
14051,Pedroche,1312,67.53,PSOE,349,40.35
14051,Pedroche,1312,67.53,VOX,60,6.94
14051,Pedroche,1312,67.53,Otros,5,0.6
14052,Peñarroya-Pueblonuevo,8894,51.17,AA,104,2.31
14052,Peñarroya-Pueblonuevo,8894,51.17,Cs,87,1.93
14052,Peñarroya-Pueblonuevo,8894,51.17,xA,339,7.54
14052,Peñarroya-Pueblonuevo,8894,51.17,PP,1953,43.42
14052,Peñarroya-Pueblonuevo,8894,51.17,PSOE,1284,28.55
14052,Peñarroya-Pueblonuevo,8894,51.17,VOX,634,14.1
14052,Peñarroya-Pueblonuevo,8894,51.17,Otros,38,0.84
14053,Posadas,5902,57.4,AA,97,2.93
14053,Posadas,5902,57.4,Cs,62,1.87
14053,Posadas,5902,57.4,xA,273,8.26
14053,Posadas,5902,57.4,PP,1325,40.07
14053,Posadas,5902,57.4,PSOE,1136,34.35
14053,Posadas,5902,57.4,VOX,278,8.41
14053,Posadas,5902,57.4,Otros,62,1.87
14054,Pozoblanco,13729,69.35,AA,204,2.19
14054,Pozoblanco,13729,69.35,Cs,293,3.14
14054,Pozoblanco,13729,69.35,xA,628,6.74
14054,Pozoblanco,13729,69.35,PP,4781,51.29
14054,Pozoblanco,13729,69.35,PSOE,2402,25.77
14054,Pozoblanco,13729,69.35,VOX,842,9.03
14054,Pozoblanco,13729,69.35,Otros,79,0.85
14055,Priego de Córdoba,18285,61.07,AA,319,2.9
14055,Priego de Córdoba,18285,61.07,Cs,389,3.54
14055,Priego de Córdoba,18285,61.07,xA,576,5.23
14055,Priego de Córdoba,18285,61.07,PP,5542,50.36
14055,Priego de Córdoba,18285,61.07,PSOE,2277,20.69
14055,Priego de Córdoba,18285,61.07,VOX,1628,14.79
14055,Priego de Córdoba,18285,61.07,Otros,147,1.33
14056,Puente Genil,23490,58.02,AA,340,2.54
14056,Puente Genil,23490,58.02,Cs,354,2.64
14056,Puente Genil,23490,58.02,xA,1069,7.98
14056,Puente Genil,23490,58.02,PP,5960,44.47
14056,Puente Genil,23490,58.02,PSOE,3595,26.82
14056,Puente Genil,23490,58.02,VOX,1760,13.13
14056,Puente Genil,23490,58.02,Otros,180,1.33
14057,La Rambla,6148,70.25,AA,119,2.81
14057,La Rambla,6148,70.25,Cs,106,2.51
14057,La Rambla,6148,70.25,xA,627,14.82
14057,La Rambla,6148,70.25,PP,1863,44.03
14057,La Rambla,6148,70.25,PSOE,1134,26.8
14057,La Rambla,6148,70.25,VOX,286,6.76
14057,La Rambla,6148,70.25,Otros,50,1.18
14058,Rute,7787,62.3,AA,195,4.07
14058,Rute,7787,62.3,Cs,147,3.07
14058,Rute,7787,62.3,xA,299,6.24
14058,Rute,7787,62.3,PP,2446,51.02
14058,Rute,7787,62.3,PSOE,1087,22.67
14058,Rute,7787,62.3,VOX,530,11.06
14058,Rute,7787,62.3,Otros,45,0.95
14059,San Sebastián de los Ballesteros,705,72.48,AA,14,2.78
14059,San Sebastián de los Ballesteros,705,72.48,Cs,24,4.76
14059,San Sebastián de los Ballesteros,705,72.48,xA,18,3.57
14059,San Sebastián de los Ballesteros,705,72.48,PP,254,50.4
14059,San Sebastián de los Ballesteros,705,72.48,PSOE,118,23.41
14059,San Sebastián de los Ballesteros,705,72.48,VOX,63,12.5
14059,San Sebastián de los Ballesteros,705,72.48,Otros,1,0.2
14060,Santaella,3722,62.95,AA,84,3.69
14060,Santaella,3722,62.95,Cs,60,2.64
14060,Santaella,3722,62.95,xA,134,5.88
14060,Santaella,3722,62.95,PP,937,41.15
14060,Santaella,3722,62.95,PSOE,679,29.82
14060,Santaella,3722,62.95,VOX,309,13.57
14060,Santaella,3722,62.95,Otros,30,1.3199999999999998
14061,Santa Eufemia,679,73.34,AA,9,1.86
14061,Santa Eufemia,679,73.34,Cs,4,0.82
14061,Santa Eufemia,679,73.34,xA,29,5.98
14061,Santa Eufemia,679,73.34,PP,168,34.64
14061,Santa Eufemia,679,73.34,PSOE,204,42.06
14061,Santa Eufemia,679,73.34,VOX,66,13.61
14061,Santa Eufemia,679,73.34,Otros,2,0.41
14062,Torrecampo,921,68.19,AA,11,1.79
14062,Torrecampo,921,68.19,Cs,15,2.44
14062,Torrecampo,921,68.19,xA,5,0.81
14062,Torrecampo,921,68.19,PP,284,46.25
14062,Torrecampo,921,68.19,PSOE,247,40.23
14062,Torrecampo,921,68.19,VOX,42,6.84
14062,Torrecampo,921,68.19,Otros,8,1.3
14063,Valenzuela,948,68.46,AA,6,0.93
14063,Valenzuela,948,68.46,Cs,18,2.8
14063,Valenzuela,948,68.46,xA,15,2.33
14063,Valenzuela,948,68.46,PP,297,46.12
14063,Valenzuela,948,68.46,PSOE,220,34.16
14063,Valenzuela,948,68.46,VOX,82,12.73
14063,Valenzuela,948,68.46,Otros,5,0.79
14064,Valsequillo,306,67.32,AA,3,1.53
14064,Valsequillo,306,67.32,Cs,3,1.53
14064,Valsequillo,306,67.32,xA,2,1.02
14064,Valsequillo,306,67.32,PP,93,47.45
14064,Valsequillo,306,67.32,PSOE,69,35.2
14064,Valsequillo,306,67.32,VOX,21,10.71
14064,Valsequillo,306,67.32,Otros,0,0
14065,La Victoria,1855,66.95,AA,37,3.01
14065,La Victoria,1855,66.95,Cs,29,2.36
14065,La Victoria,1855,66.95,xA,96,7.82
14065,La Victoria,1855,66.95,PP,603,49.1
14065,La Victoria,1855,66.95,PSOE,323,26.3
14065,La Victoria,1855,66.95,VOX,103,8.39
14065,La Victoria,1855,66.95,Otros,16,1.29
14066,Villa del Río,5729,61.04,AA,80,2.33
14066,Villa del Río,5729,61.04,Cs,72,2.1
14066,Villa del Río,5729,61.04,xA,593,17.28
14066,Villa del Río,5729,61.04,PP,1480,43.14
14066,Villa del Río,5729,61.04,PSOE,809,23.58
14066,Villa del Río,5729,61.04,VOX,298,8.69
14066,Villa del Río,5729,61.04,Otros,62,1.81
14067,Villafranca de Córdoba,3887,66.12,AA,41,1.63
14067,Villafranca de Córdoba,3887,66.12,Cs,42,1.67
14067,Villafranca de Córdoba,3887,66.12,xA,279,11.08
14067,Villafranca de Córdoba,3887,66.12,PP,1140,45.26
14067,Villafranca de Córdoba,3887,66.12,PSOE,579,22.99
14067,Villafranca de Córdoba,3887,66.12,VOX,362,14.37
14067,Villafranca de Córdoba,3887,66.12,Otros,34,1.36
14068,Villaharta,517,66.92,AA,17,5.04
14068,Villaharta,517,66.92,Cs,14,4.15
14068,Villaharta,517,66.92,xA,22,6.53
14068,Villaharta,517,66.92,PP,119,35.31
14068,Villaharta,517,66.92,PSOE,131,38.87
14068,Villaharta,517,66.92,VOX,29,8.61
14068,Villaharta,517,66.92,Otros,3,0.8899999999999999
14069,Villanueva de Córdoba,7255,61.3,AA,88,2.02
14069,Villanueva de Córdoba,7255,61.3,Cs,53,1.22
14069,Villanueva de Córdoba,7255,61.3,xA,205,4.71
14069,Villanueva de Córdoba,7255,61.3,PP,1949,44.78
14069,Villanueva de Córdoba,7255,61.3,PSOE,1676,38.51
14069,Villanueva de Córdoba,7255,61.3,VOX,310,7.12
14069,Villanueva de Córdoba,7255,61.3,Otros,27,0.61
14070,Villanueva del Duque,1250,63.68,AA,14,1.77
14070,Villanueva del Duque,1250,63.68,Cs,20,2.53
14070,Villanueva del Duque,1250,63.68,xA,19,2.41
14070,Villanueva del Duque,1250,63.68,PP,433,54.88
14070,Villanueva del Duque,1250,63.68,PSOE,215,27.25
14070,Villanueva del Duque,1250,63.68,VOX,79,10.01
14070,Villanueva del Duque,1250,63.68,Otros,6,0.76
14071,Villanueva del Rey,850,57.29,AA,9,1.91
14071,Villanueva del Rey,850,57.29,Cs,6,1.27
14071,Villanueva del Rey,850,57.29,xA,27,5.72
14071,Villanueva del Rey,850,57.29,PP,221,46.82
14071,Villanueva del Rey,850,57.29,PSOE,130,27.54
14071,Villanueva del Rey,850,57.29,VOX,70,14.83
14071,Villanueva del Rey,850,57.29,Otros,2,0.42
14072,Villaralto,974,67.56,AA,11,1.69
14072,Villaralto,974,67.56,Cs,11,1.69
14072,Villaralto,974,67.56,xA,129,19.85
14072,Villaralto,974,67.56,PP,263,40.46
14072,Villaralto,974,67.56,PSOE,196,30.15
14072,Villaralto,974,67.56,VOX,24,3.69
14072,Villaralto,974,67.56,Otros,14,2.15
14073,Villaviciosa de Córdoba,2721,60.46,AA,44,2.8
14073,Villaviciosa de Córdoba,2721,60.46,Cs,61,3.89
14073,Villaviciosa de Córdoba,2721,60.46,xA,137,8.73
14073,Villaviciosa de Córdoba,2721,60.46,PP,569,36.27
14073,Villaviciosa de Córdoba,2721,60.46,PSOE,478,30.47
14073,Villaviciosa de Córdoba,2721,60.46,VOX,239,15.23
14073,Villaviciosa de Córdoba,2721,60.46,Otros,18,1.14
14074,El Viso,2222,73.04,AA,26,1.65
14074,El Viso,2222,73.04,Cs,35,2.22
14074,El Viso,2222,73.04,xA,89,5.65
14074,El Viso,2222,73.04,PP,651,41.31
14074,El Viso,2222,73.04,PSOE,655,41.56
14074,El Viso,2222,73.04,VOX,86,5.46
14074,El Viso,2222,73.04,Otros,11,0.7
14075,Zuheros,549,65.39,AA,12,3.45
14075,Zuheros,549,65.39,Cs,9,2.59
14075,Zuheros,549,65.39,xA,24,6.9
14075,Zuheros,549,65.39,PP,130,37.36
14075,Zuheros,549,65.39,PSOE,141,40.52
14075,Zuheros,549,65.39,VOX,24,6.9
14075,Zuheros,549,65.39,Otros,4,1.15
14901,Fuente Carreteros,914,70.35,AA,42,6.58
14901,Fuente Carreteros,914,70.35,Cs,7,1.1
14901,Fuente Carreteros,914,70.35,xA,113,17.71
14901,Fuente Carreteros,914,70.35,PP,107,16.77
14901,Fuente Carreteros,914,70.35,PSOE,342,53.61
14901,Fuente Carreteros,914,70.35,VOX,21,3.29
14901,Fuente Carreteros,914,70.35,Otros,5,0.79
14902,La Guijarrosa,1118,68.96,AA,37,5.01
14902,La Guijarrosa,1118,68.96,Cs,13,1.76
14902,La Guijarrosa,1118,68.96,xA,47,6.37
14902,La Guijarrosa,1118,68.96,PP,255,34.55
14902,La Guijarrosa,1118,68.96,PSOE,273,36.99
14902,La Guijarrosa,1118,68.96,VOX,88,11.92
14902,La Guijarrosa,1118,68.96,Otros,12,1.64
18001,Agrón,198,66.16,AA,1,0.79
18001,Agrón,198,66.16,Cs,2,1.57
18001,Agrón,198,66.16,xA,2,1.57
18001,Agrón,198,66.16,PP,40,31.5
18001,Agrón,198,66.16,PSOE,61,48.03
18001,Agrón,198,66.16,VOX,16,12.6
18001,Agrón,198,66.16,Otros,4,3.1500000000000004
18002,Alamedilla,514,58.75,AA,4,1.33
18002,Alamedilla,514,58.75,Cs,1,0.33
18002,Alamedilla,514,58.75,xA,6,1.99
18002,Alamedilla,514,58.75,PP,76,25.25
18002,Alamedilla,514,58.75,PSOE,189,62.79
18002,Alamedilla,514,58.75,VOX,24,7.97
18002,Alamedilla,514,58.75,Otros,1,0.33
18003,Albolote,14815,60.85,AA,318,3.58
18003,Albolote,14815,60.85,Cs,379,4.27
18003,Albolote,14815,60.85,xA,831,9.36
18003,Albolote,14815,60.85,PP,3701,41.7
18003,Albolote,14815,60.85,PSOE,1893,21.33
18003,Albolote,14815,60.85,VOX,1457,16.42
18003,Albolote,14815,60.85,Otros,205,2.3
18004,Albondón,643,62.21,AA,4,1.02
18004,Albondón,643,62.21,Cs,5,1.28
18004,Albondón,643,62.21,xA,9,2.3
18004,Albondón,643,62.21,PP,156,39.8
18004,Albondón,643,62.21,PSOE,140,35.71
18004,Albondón,643,62.21,VOX,74,18.88
18004,Albondón,643,62.21,Otros,1,0.26
18005,Albuñán,360,60.56,AA,8,3.69
18005,Albuñán,360,60.56,Cs,8,3.69
18005,Albuñán,360,60.56,xA,8,3.69
18005,Albuñán,360,60.56,PP,75,34.56
18005,Albuñán,360,60.56,PSOE,90,41.47
18005,Albuñán,360,60.56,VOX,25,11.52
18005,Albuñán,360,60.56,Otros,3,1.38
18006,Albuñol,4028,60,AA,33,1.39
18006,Albuñol,4028,60,Cs,34,1.43
18006,Albuñol,4028,60,xA,106,4.45
18006,Albuñol,4028,60,PP,803,33.73
18006,Albuñol,4028,60,PSOE,689,28.94
18006,Albuñol,4028,60,VOX,644,27.05
18006,Albuñol,4028,60,Otros,46,1.93
18007,Albuñuelas,699,53.93,AA,1,0.27
18007,Albuñuelas,699,53.93,Cs,16,4.31
18007,Albuñuelas,699,53.93,xA,10,2.7
18007,Albuñuelas,699,53.93,PP,176,47.44
18007,Albuñuelas,699,53.93,PSOE,116,31.27
18007,Albuñuelas,699,53.93,VOX,45,12.13
18007,Albuñuelas,699,53.93,Otros,3,0.81
18010,Aldeire,507,65.88,AA,15,4.56
18010,Aldeire,507,65.88,Cs,13,3.95
18010,Aldeire,507,65.88,xA,33,10.03
18010,Aldeire,507,65.88,PP,107,32.52
18010,Aldeire,507,65.88,PSOE,108,32.83
18010,Aldeire,507,65.88,VOX,45,13.68
18010,Aldeire,507,65.88,Otros,8,2.41
18011,Alfacar,4510,61.15,AA,120,4.4
18011,Alfacar,4510,61.15,Cs,76,2.79
18011,Alfacar,4510,61.15,xA,224,8.22
18011,Alfacar,4510,61.15,PP,1091,40.02
18011,Alfacar,4510,61.15,PSOE,767,28.14
18011,Alfacar,4510,61.15,VOX,353,12.95
18011,Alfacar,4510,61.15,Otros,71,2.6
18012,Algarinejo,2046,65.4,AA,14,1.06
18012,Algarinejo,2046,65.4,Cs,32,2.42
18012,Algarinejo,2046,65.4,xA,25,1.89
18012,Algarinejo,2046,65.4,PP,592,44.78
18012,Algarinejo,2046,65.4,PSOE,453,34.27
18012,Algarinejo,2046,65.4,VOX,182,13.77
18012,Algarinejo,2046,65.4,Otros,11,0.85
18013,Alhama de Granada,4048,61.02,AA,48,1.99
18013,Alhama de Granada,4048,61.02,Cs,62,2.57
18013,Alhama de Granada,4048,61.02,xA,112,4.64
18013,Alhama de Granada,4048,61.02,PP,1094,45.28
18013,Alhama de Granada,4048,61.02,PSOE,657,27.19
18013,Alhama de Granada,4048,61.02,VOX,387,16.02
18013,Alhama de Granada,4048,61.02,Otros,33,1.36
18014,Alhendín,7259,57.47,AA,136,3.31
18014,Alhendín,7259,57.47,Cs,130,3.16
18014,Alhendín,7259,57.47,xA,222,5.4
18014,Alhendín,7259,57.47,PP,1924,46.78
18014,Alhendín,7259,57.47,PSOE,783,19.04
18014,Alhendín,7259,57.47,VOX,734,17.85
18014,Alhendín,7259,57.47,Otros,133,3.22
18015,Alicún de Ortega,401,68.58,AA,1,0.36
18015,Alicún de Ortega,401,68.58,Cs,1,0.36
18015,Alicún de Ortega,401,68.58,xA,28,10.22
18015,Alicún de Ortega,401,68.58,PP,90,32.85
18015,Alicún de Ortega,401,68.58,PSOE,116,42.34
18015,Alicún de Ortega,401,68.58,VOX,36,13.14
18015,Alicún de Ortega,401,68.58,Otros,2,0.72
18016,Almegíjar,274,63.87,AA,5,2.86
18016,Almegíjar,274,63.87,Cs,2,1.14
18016,Almegíjar,274,63.87,xA,6,3.43
18016,Almegíjar,274,63.87,PP,65,37.14
18016,Almegíjar,274,63.87,PSOE,78,44.57
18016,Almegíjar,274,63.87,VOX,14,8
18016,Almegíjar,274,63.87,Otros,4,2.28
18017,Almuñécar,18768,54.03,AA,272,2.78
18017,Almuñécar,18768,54.03,Cs,352,3.59
18017,Almuñécar,18768,54.03,xA,562,5.74
18017,Almuñécar,18768,54.03,PP,4381,44.74
18017,Almuñécar,18768,54.03,PSOE,1742,17.79
18017,Almuñécar,18768,54.03,VOX,1671,17.06
18017,Almuñécar,18768,54.03,Otros,738,7.529999999999999
18018,Alquife,519,66.67,AA,11,3.24
18018,Alquife,519,66.67,Cs,10,2.94
18018,Alquife,519,66.67,xA,21,6.18
18018,Alquife,519,66.67,PP,131,38.53
18018,Alquife,519,66.67,PSOE,122,35.88
18018,Alquife,519,66.67,VOX,40,11.76
18018,Alquife,519,66.67,Otros,4,1.17
18020,Arenas del Rey,483,56.94,AA,3,1.09
18020,Arenas del Rey,483,56.94,Cs,3,1.09
18020,Arenas del Rey,483,56.94,xA,7,2.55
18020,Arenas del Rey,483,56.94,PP,116,42.34
18020,Arenas del Rey,483,56.94,PSOE,84,30.66
18020,Arenas del Rey,483,56.94,VOX,54,19.71
18020,Arenas del Rey,483,56.94,Otros,4,1.4500000000000002
18021,Armilla,18395,58.48,AA,378,3.56
18021,Armilla,18395,58.48,Cs,374,3.53
18021,Armilla,18395,58.48,xA,839,7.91
18021,Armilla,18395,58.48,PP,4306,40.6
18021,Armilla,18395,58.48,PSOE,2635,24.84
18021,Armilla,18395,58.48,VOX,1692,15.95
18021,Armilla,18395,58.48,Otros,264,2.51
18022,Atarfe,14336,52.3,AA,223,3.02
18022,Atarfe,14336,52.3,Cs,220,2.98
18022,Atarfe,14336,52.3,xA,740,10.03
18022,Atarfe,14336,52.3,PP,2754,37.31
18022,Atarfe,14336,52.3,PSOE,1869,25.32
18022,Atarfe,14336,52.3,VOX,1345,18.22
18022,Atarfe,14336,52.3,Otros,144,1.94
18023,Baza,15585,60.77,AA,278,2.97
18023,Baza,15585,60.77,Cs,337,3.61
18023,Baza,15585,60.77,xA,359,3.84
18023,Baza,15585,60.77,PP,4341,46.44
18023,Baza,15585,60.77,PSOE,2380,25.46
18023,Baza,15585,60.77,VOX,1389,14.86
18023,Baza,15585,60.77,Otros,187,1.99
18024,Beas de Granada,833,67.11,AA,37,6.76
18024,Beas de Granada,833,67.11,Cs,4,0.73
18024,Beas de Granada,833,67.11,xA,53,9.69
18024,Beas de Granada,833,67.11,PP,191,34.92
18024,Beas de Granada,833,67.11,PSOE,190,34.73
18024,Beas de Granada,833,67.11,VOX,55,10.05
18024,Beas de Granada,833,67.11,Otros,10,1.82
18025,Beas de Guadix,270,53.7,AA,5,3.5
18025,Beas de Guadix,270,53.7,Cs,0,0
18025,Beas de Guadix,270,53.7,xA,7,4.9
18025,Beas de Guadix,270,53.7,PP,45,31.47
18025,Beas de Guadix,270,53.7,PSOE,69,48.25
18025,Beas de Guadix,270,53.7,VOX,13,9.09
18025,Beas de Guadix,270,53.7,Otros,3,2.0999999999999996
18027,Benalúa,2577,54.56,AA,30,2.15
18027,Benalúa,2577,54.56,Cs,9,0.65
18027,Benalúa,2577,54.56,xA,160,11.49
18027,Benalúa,2577,54.56,PP,429,30.8
18027,Benalúa,2577,54.56,PSOE,604,43.36
18027,Benalúa,2577,54.56,VOX,123,8.83
18027,Benalúa,2577,54.56,Otros,20,1.44
18028,Benalúa de las Villas,885,73.11,AA,4,0.62
18028,Benalúa de las Villas,885,73.11,Cs,5,0.78
18028,Benalúa de las Villas,885,73.11,xA,61,9.49
18028,Benalúa de las Villas,885,73.11,PP,305,47.43
18028,Benalúa de las Villas,885,73.11,PSOE,177,27.53
18028,Benalúa de las Villas,885,73.11,VOX,84,13.06
18028,Benalúa de las Villas,885,73.11,Otros,5,0.78
18029,Benamaurel,1795,52.92,AA,10,1.07
18029,Benamaurel,1795,52.92,Cs,26,2.78
18029,Benamaurel,1795,52.92,xA,31,3.31
18029,Benamaurel,1795,52.92,PP,396,42.31
18029,Benamaurel,1795,52.92,PSOE,338,36.11
18029,Benamaurel,1795,52.92,VOX,127,13.57
18029,Benamaurel,1795,52.92,Otros,4,0.42
18030,Bérchules,554,58.84,AA,8,2.47
18030,Bérchules,554,58.84,Cs,5,1.54
18030,Bérchules,554,58.84,xA,7,2.16
18030,Bérchules,554,58.84,PP,145,44.75
18030,Bérchules,554,58.84,PSOE,108,33.33
18030,Bérchules,554,58.84,VOX,42,12.96
18030,Bérchules,554,58.84,Otros,3,0.93
18032,Bubión,259,61.39,AA,4,2.52
18032,Bubión,259,61.39,Cs,2,1.26
18032,Bubión,259,61.39,xA,18,11.32
18032,Bubión,259,61.39,PP,76,47.8
18032,Bubión,259,61.39,PSOE,30,18.87
18032,Bubión,259,61.39,VOX,25,15.72
18032,Bubión,259,61.39,Otros,3,1.89
18033,Busquístar,298,57.38,AA,3,1.79
18033,Busquístar,298,57.38,Cs,3,1.79
18033,Busquístar,298,57.38,xA,4,2.38
18033,Busquístar,298,57.38,PP,46,27.38
18033,Busquístar,298,57.38,PSOE,61,36.31
18033,Busquístar,298,57.38,VOX,43,25.6
18033,Busquístar,298,57.38,Otros,5,2.98
18034,Cacín,466,60.3,AA,7,2.57
18034,Cacín,466,60.3,Cs,3,1.1
18034,Cacín,466,60.3,xA,47,17.28
18034,Cacín,466,60.3,PP,72,26.47
18034,Cacín,466,60.3,PSOE,85,31.25
18034,Cacín,466,60.3,VOX,50,18.38
18034,Cacín,466,60.3,Otros,7,2.58
18035,Cádiar,1205,70.21,AA,12,1.43
18035,Cádiar,1205,70.21,Cs,13,1.55
18035,Cádiar,1205,70.21,xA,27,3.21
18035,Cádiar,1205,70.21,PP,436,51.84
18035,Cádiar,1205,70.21,PSOE,256,30.44
18035,Cádiar,1205,70.21,VOX,84,9.99
18035,Cádiar,1205,70.21,Otros,8,0.96
18036,Cájar,4219,65.61,AA,93,3.4
18036,Cájar,4219,65.61,Cs,71,2.59
18036,Cájar,4219,65.61,xA,232,8.48
